id,veh_type,t_depart_secs,t_arrival_secs,t_traveltime_secs,origin,destiny,route_detail,route_path_num,is_attended,has_finished
1204,car,156,462,306,15/11to15/12,2/14to2/15,15/11to15/12:15/12to14/12:14/12to13/12:13/12to12/12:12/12to11/12:11/12to10/12:10/12to9/12:9/12to8/12:8/12to7/12:7/12to6/12:6/12to5/12:5/12to4/12:4/12to3/12:3/12to2/12:2/12to2/13:2/13to2/14:2/14to2/15:,17,False,True
1010,car,156,363,207,left10to0/10,7/2to7/1,left10to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to1/2:1/2to2/2:2/2to3/2:3/2to4/2:4/2to5/2:5/2to6/2:6/2to7/2:7/2to7/1:,17,False,True
314,motorcycle,156,542,386,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to10/0:10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,False,True
584,car,156,254,98,5/12to5/11,1/13to1/14,5/12to5/11:5/11to4/11:4/11to3/11:3/11to2/11:2/11to1/11:1/11to1/12:1/12to1/13:1/13to1/14:,8,False,True
2743,motorcycle,156,325,169,4/14to5/14,12/9to12/8,4/14to5/14:5/14to6/14:6/14to7/14:7/14to8/14:8/14to9/14:9/14to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to11/9:11/9to12/9:12/9to12/8:,14,False,True
2617,motorcycle,156,356,200,12/6to12/7,0/9toleft9,12/6to12/7:12/7to11/7:11/7to10/7:10/7to9/7:9/7to8/7:8/7to7/7:7/7to6/7:6/7to5/7:5/7to4/7:4/7to3/7:3/7to2/7:2/7to1/7:1/7to0/7:0/7to0/8:0/8to0/9:0/9toleft9:,16,False,True
1509,motorcycle,157,214,57,14/8to14/9,15/11to15/10,14/8to14/9:14/9to14/10:14/10to14/11:14/11to15/11:15/11to15/10:,5,False,True
879,car,157,193,36,14/15to13/15,13/14to12/14,14/15to13/15:13/15to13/14:13/14to12/14:,3,False,True
2073,car,157,362,205,10/8to10/7,0/4to1/4,10/8to10/7:10/7to9/7:9/7to8/7:8/7to7/7:7/7to6/7:6/7to5/7:5/7to4/7:4/7to3/7:3/7to2/7:2/7to1/7:1/7to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to1/4:,15,False,True
952,car,158,255,97,8/3to9/3,12/0tobottom12,8/3to9/3:9/3to10/3:10/3to10/2:10/2to10/1:10/1to10/0:10/0to11/0:11/0to12/0:12/0tobottom12:,8,False,True
1464,car,158,298,140,14/4to14/5,11/12to12/12,14/4to14/5:14/5to13/5:13/5to12/5:12/5to11/5:11/5to11/6:11/6to11/7:11/7to11/8:11/8to11/9:11/9to11/10:11/10to11/11:11/11to11/12:11/12to12/12:,12,False,True
2051,motorcycle,158,262,104,2/12to2/11,7/10to8/10,2/12to2/11:2/11to2/10:2/10to3/10:3/10to4/10:4/10to5/10:5/10to6/10:6/10to7/10:7/10to8/10:,8,False,True
40,car,158,542,384,left15to0/15,15/0tobottom15,left15to0/15:0/15to1/15:1/15to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to10/0:10/0to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,32,False,True
2556,car,159,255,96,5/12to4/12,3/7to4/7,5/12to4/12:4/12to3/12:3/12to3/11:3/11to3/10:3/10to3/9:3/9to3/8:3/8to3/7:3/7to4/7:,8,False,True
741,car,159,284,125,1/1to1/2,1/11to2/11,1/1to1/2:1/2to1/3:1/3to1/4:1/4to1/5:1/5to1/6:1/6to1/7:1/7to1/8:1/8to1/9:1/9to1/10:1/10to1/11:1/11to2/11:,11,False,True
1665,car,160,244,84,15/11to14/11,13/7to12/7,15/11to14/11:14/11to13/11:13/11to13/10:13/10to13/9:13/9to13/8:13/8to13/7:13/7to12/7:,7,False,True
1877,car,160,285,125,9/5to8/5,5/0to4/0,9/5to8/5:8/5to7/5:7/5to6/5:6/5to5/5:5/5to5/4:5/4to5/3:5/3to5/2:5/2to5/1:5/1to5/0:5/0to4/0:,10,False,True
639,car,161,432,271,0/1to1/1,14/5to15/5,0/1to1/1:1/1to2/1:2/1to3/1:3/1to4/1:4/1to5/1:5/1to6/1:6/1to7/1:7/1to8/1:8/1to9/1:9/1to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to11/5:11/5to12/5:12/5to13/5:13/5to14/5:14/5to15/5:,19,False,True
949,car,161,1809,1648,2/6to3/6,12/15to13/15,2/6to3/6:3/6to4/6:4/6to5/6:5/6to6/6:6/6to7/6:7/6to8/6:8/6to9/6:9/6to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:,20,False,True
708,motorcycle,162,359,197,8/8to8/9,11/10to11/11,8/8to8/9:8/9to9/9:9/9to10/9:10/9to10/10:10/10to11/10:11/10to11/11:,6,False,True
1948,car,162,262,100,11/7to11/6,12/1to12/2,11/7to11/6:11/6to11/5:11/5to11/4:11/4to11/3:11/3to11/2:11/2to11/1:11/1to12/1:12/1to12/2:,8,False,True
1990,car,162,953,791,1/11to2/11,15/14toright14,1/11to2/11:2/11to3/11:3/11to4/11:4/11to5/11:5/11to6/11:6/11to7/11:7/11to8/11:8/11to9/11:9/11to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to11/14:11/14to12/14:12/14to13/14:13/14to14/14:14/14to15/14:15/14toright14:,18,False,True
20,car,163,547,384,left15to0/15,15/0tobottom15,left15to0/15:0/15to1/15:1/15to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to10/0:10/0to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,32,False,True
449,car,163,480,317,left2to0/2,12/4to12/3,left2to0/2:0/2to1/2:1/2to2/2:2/2to3/2:3/2to4/2:4/2to5/2:5/2to6/2:6/2to7/2:7/2to8/2:8/2to9/2:9/2to10/2:10/2to10/3:10/3to10/4:10/4to11/4:11/4to12/4:12/4to12/3:,16,False,True
1912,car,163,443,280,12/12to11/12,3/15totop3,12/12to11/12:11/12to10/12:10/12to9/12:9/12to8/12:8/12to7/12:7/12to6/12:6/12to5/12:5/12to4/12:4/12to3/12:3/12to3/13:3/13to3/14:3/14to3/15:3/15totop3:,13,False,True
2516,motorcycle,163,322,159,7/3to8/3,8/15totop8,7/3to8/3:8/3to8/4:8/4to8/5:8/5to8/6:8/6to8/7:8/7to8/8:8/8to8/9:8/9to8/10:8/10to8/11:8/11to8/12:8/12to8/13:8/13to8/14:8/14to8/15:8/15totop8:,14,False,True
765,car,164,246,82,7/3to6/3,3/3to3/2,7/3to6/3:6/3to5/3:5/3to4/3:4/3to3/3:3/3to3/2:,5,False,True
3213,car,164,222,58,3/13to2/13,1/15totop1,3/13to2/13:2/13to1/13:1/13to1/14:1/14to1/15:1/15totop1:,5,False,True
665,car,164,848,684,bottom2to2/0,13/4to13/5,bottom2to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to11/4:11/4to12/4:12/4to13/4:13/4to13/5:,17,False,True
2412,car,164,323,159,14/10to13/10,9/10to9/11,14/10to13/10:13/10to12/10:12/10to11/10:11/10to10/10:10/10to9/10:9/10to9/11:,6,False,True
1361,car,165,242,77,left3to0/3,2/0to3/0,left3to0/3:0/3to0/2:0/2to0/1:0/1to0/0:0/0to1/0:1/0to2/0:2/0to3/0:,7,False,True
2524,car,165,247,82,13/11to13/10,12/15totop12,13/11to13/10:13/10to12/10:12/10to12/11:12/11to12/12:12/12to12/13:12/13to12/14:12/14to12/15:12/15totop12:,8,False,True
2844,motorcycle,166,490,324,14/15to13/15,0/5to0/4,14/15to13/15:13/15to12/15:12/15to11/15:11/15to10/15:10/15to9/15:9/15to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to3/15:3/15to2/15:2/15to1/15:1/15to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:,25,False,True
1793,car,166,290,124,6/9to5/9,1/11to0/11,6/9to5/9:5/9to4/9:4/9to3/9:3/9to2/9:2/9to1/9:1/9to1/10:1/10to1/11:1/11to0/11:,8,False,True
2863,car,166,531,365,13/7to13/6,2/0tobottom2,13/7to13/6:13/6to12/6:12/6to11/6:11/6to10/6:10/6to9/6:9/6to8/6:8/6to7/6:7/6to6/6:6/6to5/6:5/6to4/6:4/6to3/6:3/6to2/6:2/6to2/5:2/5to2/4:2/4to2/3:2/3to2/2:2/2to2/1:2/1to2/0:2/0tobottom2:,19,False,True
1515,car,166,355,189,2/8to3/8,12/4to12/5,2/8to3/8:3/8to4/8:4/8to5/8:5/8to6/8:6/8to7/8:7/8to8/8:8/8to9/8:9/8to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to11/4:11/4to12/4:12/4to12/5:,15,False,True
3177,car,167,236,69,1/6to1/5,1/1to1/0,1/6to1/5:1/5to1/4:1/4to1/3:1/3to1/2:1/2to1/1:1/1to1/0:,6,False,True
2201,car,168,258,90,1/11to1/12,4/14to5/14,1/11to1/12:1/12to1/13:1/13to1/14:1/14to2/14:2/14to3/14:3/14to4/14:4/14to5/14:,7,False,True
2184,car,168,354,186,9/3to10/3,15/11to15/10,9/3to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to11/11:11/11to12/11:12/11to13/11:13/11to14/11:14/11to15/11:15/11to15/10:,15,False,True
3208,car,168,331,163,8/7to8/8,4/1to3/1,8/7to8/8:8/8to7/8:7/8to6/8:6/8to5/8:5/8to4/8:4/8to4/7:4/7to4/6:4/6to4/5:4/5to4/4:4/4to4/3:4/3to4/2:4/2to4/1:4/1to3/1:,13,False,True
3298,motorcycle,168,369,201,1/15to1/14,9/11to10/11,1/15to1/14:1/14to1/13:1/13to1/12:1/12to1/11:1/11to2/11:2/11to3/11:3/11to4/11:4/11to5/11:5/11to6/11:6/11to7/11:7/11to8/11:8/11to9/11:9/11to10/11:,13,False,True
2426,car,168,331,163,5/8to6/8,11/2to12/2,5/8to6/8:6/8to7/8:7/8to8/8:8/8to9/8:9/8to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to11/2:11/2to12/2:,13,False,True
26,car,168,550,382,left15to0/15,15/0tobottom15,left15to0/15:0/15to1/15:1/15to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to10/0:10/0to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,32,False,True
747,car,168,336,168,4/5to4/6,0/14toleft14,4/5to4/6:4/6to3/6:3/6to2/6:2/6to1/6:1/6to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14toleft14:,14,False,True
874,motorcycle,169,250,81,left4to0/4,2/7to3/7,left4to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to1/7:1/7to2/7:2/7to3/7:,7,False,True
1585,motorcycle,169,202,33,1/13to1/14,2/14to2/13,1/13to1/14:1/14to2/14:2/14to2/13:,3,False,True
1744,car,169,306,137,3/13to3/12,0/6to0/5,3/13to3/12:3/12to2/12:2/12to1/12:1/12to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:,11,False,True
2406,car,169,254,85,8/8to9/8,10/12to10/13,8/8to9/8:9/8to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:,7,False,True
1009,car,169,306,137,4/7to4/6,8/1to9/1,4/7to4/6:4/6to4/5:4/5to4/4:4/4to4/3:4/3to4/2:4/2to4/1:4/1to5/1:5/1to6/1:6/1to7/1:7/1to8/1:8/1to9/1:,11,False,True
3365,motorcycle,169,276,107,12/13to11/13,11/6to12/6,12/13to11/13:11/13to11/12:11/12to11/11:11/11to11/10:11/10to11/9:11/9to11/8:11/8to11/7:11/7to11/6:11/6to12/6:,9,False,True
231,car,170,547,377,right15to15/15,0/0tobottom0,right15to15/15:15/15to14/15:14/15to13/15:13/15to12/15:12/15to11/15:11/15to10/15:10/15to9/15:9/15to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to3/15:3/15to2/15:2/15to1/15:1/15to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to0/1:0/1to0/0:0/0tobottom0:,32,False,True
1278,car,170,326,156,9/9to8/9,2/13to1/13,9/9to8/9:8/9to7/9:7/9to6/9:6/9to5/9:5/9to4/9:4/9to3/9:3/9to2/9:2/9to2/10:2/10to2/11:2/11to2/12:2/12to2/13:2/13to1/13:,12,False,True
3381,car,171,310,139,14/4to13/4,15/12to15/11,14/4to13/4:13/4to13/5:13/5to13/6:13/6to13/7:13/7to13/8:13/8to13/9:13/9to13/10:13/10to13/11:13/11to13/12:13/12to14/12:14/12to15/12:15/12to15/11:,12,False,True
173,car,171,1467,1296,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
3265,car,171,239,68,13/14to13/13,13/9to12/9,13/14to13/13:13/13to13/12:13/12to13/11:13/11to13/10:13/10to13/9:13/9to12/9:,6,False,True
1552,car,171,251,80,14/8to13/8,13/13to14/13,14/8to13/8:13/8to13/9:13/9to13/10:13/10to13/11:13/11to13/12:13/12to13/13:13/13to14/13:,7,False,True
105,car,171,613,442,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
1353,motorcycle,171,456,285,13/11to12/11,3/0to2/0,13/11to12/11:12/11to11/11:11/11to10/11:10/11to9/11:9/11to8/11:8/11to7/11:7/11to6/11:6/11to5/11:5/11to4/11:4/11to3/11:3/11to3/10:3/10to3/9:3/9to3/8:3/8to3/7:3/7to3/6:3/6to3/5:3/5to3/4:3/4to3/3:3/3to3/2:3/2to3/1:3/1to3/0:3/0to2/0:,22,False,True
1189,car,172,392,220,2/15to3/15,14/11to15/11,2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to11/11:11/11to12/11:12/11to13/11:13/11to14/11:14/11to15/11:,17,False,True
3085,motorcycle,172,331,159,7/10to8/10,9/0to10/0,7/10to8/10:8/10to8/9:8/9to8/8:8/8to8/7:8/7to8/6:8/6to8/5:8/5to8/4:8/4to8/3:8/3to8/2:8/2to8/1:8/1to8/0:8/0to9/0:9/0to10/0:,13,False,True
3250,car,173,225,52,10/9to11/9,13/9to14/9,10/9to11/9:11/9to12/9:12/9to13/9:13/9to14/9:,4,False,True
1347,motorcycle,173,282,109,12/14to12/13,5/13to5/12,12/14to12/13:12/13to11/13:11/13to10/13:10/13to9/13:9/13to8/13:8/13to7/13:7/13to6/13:6/13to5/13:5/13to5/12:,9,False,True
3022,car,174,350,176,9/9to9/8,0/12toleft12,9/9to9/8:9/8to8/8:8/8to7/8:7/8to6/8:6/8to5/8:5/8to4/8:4/8to3/8:3/8to2/8:2/8to1/8:1/8to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12toleft12:,15,False,True
2936,car,174,222,48,0/3to0/2,0/0to1/0,0/3to0/2:0/2to0/1:0/1to0/0:0/0to1/0:,4,False,True
2353,motorcycle,174,247,73,2/6to2/5,3/2to4/2,2/6to2/5:2/5to2/4:2/4to2/3:2/3to2/2:2/2to3/2:3/2to4/2:,6,False,True
2104,car,174,329,155,5/2to5/1,10/4to9/4,5/2to5/1:5/1to6/1:6/1to7/1:7/1to8/1:8/1to9/1:9/1to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to9/4:,10,False,True
2736,motorcycle,175,428,253,left6to0/6,15/3to15/4,left6to0/6:0/6to1/6:1/6to2/6:2/6to3/6:3/6to4/6:4/6to5/6:5/6to6/6:6/6to7/6:7/6to8/6:8/6to9/6:9/6to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to11/3:11/3to12/3:12/3to13/3:13/3to14/3:14/3to15/3:15/3to15/4:,20,False,True
1767,car,175,376,201,15/10to15/11,8/13to8/14,15/10to15/11:15/11to14/11:14/11to13/11:13/11to12/11:12/11to11/11:11/11to10/11:10/11to9/11:9/11to8/11:8/11to8/12:8/12to8/13:8/13to8/14:,11,False,True
2510,car,175,420,245,0/0to0/1,10/6to11/6,0/0to0/1:0/1to1/1:1/1to2/1:2/1to3/1:3/1to4/1:4/1to5/1:5/1to6/1:6/1to7/1:7/1to8/1:8/1to9/1:9/1to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to11/6:,17,False,True
2693,car,175,373,198,top15to15/15,13/1to13/0,top15to15/15:15/15to14/15:14/15to13/15:13/15to13/14:13/14to13/13:13/13to13/12:13/12to13/11:13/11to13/10:13/10to13/9:13/9to13/8:13/8to13/7:13/7to13/6:13/6to13/5:13/5to13/4:13/4to13/3:13/3to13/2:13/2to13/1:13/1to13/0:,18,False,True
2495,car,175,262,87,7/9to7/8,3/7to3/6,7/9to7/8:7/8to6/8:6/8to5/8:5/8to4/8:4/8to3/8:3/8to3/7:3/7to3/6:,7,False,True
1466,car,176,377,201,6/10to7/10,10/13to10/14,6/10to7/10:7/10to8/10:8/10to9/10:9/10to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:,8,False,True
1666,car,176,446,270,12/12to12/11,1/4to1/3,12/12to12/11:12/11to11/11:11/11to10/11:10/11to9/11:9/11to8/11:8/11to7/11:7/11to6/11:6/11to5/11:5/11to4/11:4/11to3/11:3/11to2/11:2/11to1/11:1/11to1/10:1/10to1/9:1/9to1/8:1/8to1/7:1/7to1/6:1/6to1/5:1/5to1/4:1/4to1/3:,20,False,True
3199,car,176,249,73,2/8to1/8,1/4to2/4,2/8to1/8:1/8to1/7:1/7to1/6:1/6to1/5:1/5to1/4:1/4to2/4:,6,False,True
2019,car,177,269,92,7/7to8/7,8/12to9/12,7/7to8/7:8/7to8/8:8/8to8/9:8/9to8/10:8/10to8/11:8/11to8/12:8/12to9/12:,7,False,True
1618,car,177,199,22,12/5to12/4,12/4to11/4,12/5to12/4:12/4to11/4:,2,False,True
2621,car,177,415,238,15/12to15/11,7/4to7/3,15/12to15/11:15/11to14/11:14/11to13/11:13/11to12/11:12/11to11/11:11/11to10/11:10/11to9/11:9/11to8/11:8/11to7/11:7/11to7/10:7/10to7/9:7/9to7/8:7/8to7/7:7/7to7/6:7/6to7/5:7/5to7/4:7/4to7/3:,17,False,True
3047,car,177,303,126,3/13to3/12,3/3to3/2,3/13to3/12:3/12to3/11:3/11to3/10:3/10to3/9:3/9to3/8:3/8to3/7:3/7to3/6:3/6to3/5:3/5to3/4:3/4to3/3:3/3to3/2:,11,False,True
2030,car,178,258,80,11/5to10/5,10/10to11/10,11/5to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to11/10:,7,False,True
2462,car,178,407,229,left4to0/4,12/4to13/4,left4to0/4:0/4to1/4:1/4to2/4:2/4to3/4:3/4to4/4:4/4to5/4:5/4to6/4:6/4to7/4:7/4to8/4:8/4to9/4:9/4to10/4:10/4to11/4:11/4to12/4:12/4to13/4:,14,False,True
460,motorcycle,178,265,87,8/5to8/6,12/5to12/6,8/5to8/6:8/6to9/6:9/6to10/6:10/6to10/5:10/5to11/5:11/5to12/5:12/5to12/6:,7,False,True
216,car,179,556,377,right15to15/15,0/0tobottom0,right15to15/15:15/15to14/15:14/15to13/15:13/15to12/15:12/15to11/15:11/15to10/15:10/15to9/15:9/15to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to3/15:3/15to2/15:2/15to1/15:1/15to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to0/1:0/1to0/0:0/0tobottom0:,32,False,True
1093,car,179,299,120,9/13to8/13,7/6to8/6,9/13to8/13:8/13to7/13:7/13to7/12:7/12to7/11:7/11to7/10:7/10to7/9:7/9to7/8:7/8to7/7:7/7to7/6:7/6to8/6:,10,False,True
140,car,179,706,527,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
2278,car,179,263,84,1/9to0/9,0/3toleft3,1/9to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3toleft3:,8,False,True
2499,car,180,462,282,0/15to1/15,12/5to13/5,0/15to1/15:1/15to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to11/5:11/5to12/5:12/5to13/5:,23,False,True
752,car,181,264,83,15/8to15/9,15/15toright15,15/8to15/9:15/9to15/10:15/10to15/11:15/11to15/12:15/12to15/13:15/13to15/14:15/14to15/15:15/15toright15:,8,False,True
329,car,181,560,379,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to10/0:10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,False,True
111,motorcycle,181,778,597,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
73,car,181,562,381,left15to0/15,15/0tobottom15,left15to0/15:0/15to1/15:1/15to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to10/0:10/0to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,32,False,True
1418,motorcycle,182,380,198,11/3to10/3,2/9to2/10,11/3to10/3:10/3to9/3:9/3to8/3:8/3to7/3:7/3to6/3:6/3to5/3:5/3to4/3:4/3to3/3:3/3to2/3:2/3to2/4:2/4to2/5:2/5to2/6:2/6to2/7:2/7to2/8:2/8to2/9:2/9to2/10:,16,False,True
831,car,182,337,155,12/0to12/1,14/10to15/10,12/0to12/1:12/1to12/2:12/2to12/3:12/3to12/4:12/4to12/5:12/5to12/6:12/6to12/7:12/7to12/8:12/8to12/9:12/9to12/10:12/10to13/10:13/10to14/10:14/10to15/10:,13,False,True
1733,car,182,297,115,14/14to13/14,13/6to13/5,14/14to13/14:13/14to13/13:13/13to13/12:13/12to13/11:13/11to13/10:13/10to13/9:13/9to13/8:13/8to13/7:13/7to13/6:13/6to13/5:,10,False,True
3335,car,183,273,90,11/11to11/12,14/14to15/14,11/11to11/12:11/12to11/13:11/13to11/14:11/14to12/14:12/14to13/14:13/14to14/14:14/14to15/14:,7,False,True
3218,car,185,268,83,right3to15/3,15/9to14/9,right3to15/3:15/3to15/4:15/4to15/5:15/5to15/6:15/6to15/7:15/7to15/8:15/8to15/9:15/9to14/9:,8,False,True
1128,motorcycle,185,422,237,3/3to4/3,14/7to15/7,3/3to4/3:4/3to5/3:5/3to6/3:6/3to7/3:7/3to8/3:8/3to9/3:9/3to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to11/7:11/7to12/7:12/7to13/7:13/7to14/7:14/7to15/7:,16,False,True
