,taz,x,y
3978763800,,-3.659035,40.495386
3978763804,,-3.658859,40.495477
3985217363,,-3.675849,40.495865
3985217371,,-3.676051,40.496427
3985217374,,-3.674174,40.496944
3985217484,,-3.674267,40.500406
3985217485,,-3.674486,40.500442
3996287780,,-3.664136,40.498884
3996421228,,-3.668039,40.500665
3996421263,,-3.667936,40.500921
4033426993,,-3.666201,40.505018
413912683,1000,-3.65836,40.50003
4233994007,,-3.679298,40.511414
4234121216,,-3.657658,40.49959
4234121232,,-3.65752,40.499719
4234121235,,-3.656569,40.499123
4234121239,,-3.658993,40.498857
4237713965,,-3.662665,40.495711
4237713969,,-3.662516,40.495838
4240357471,,-3.660337,40.498201
4243704495,,-3.664099,40.498401
4331554111,,-3.664411,40.509443
4331554125,,-3.664984,40.510088
4331554137,,-3.664513,40.5093
4396510630,,-3.652877,40.497092
4396510634,,-3.652169,40.498586
4396510639,,-3.651959,40.49874
4414797143,,-3.667602,40.509057
4414797147,,-3.666824,40.508517
4416300627,,-3.657621,40.513131
4435266045,,-3.670482,40.501375
4435266052,,-3.669681,40.502054
4435266072,,-3.670298,40.502634
4435266076,,-3.670523,40.502622
4435266077,,-3.670626,40.502688
4435266490,,-3.671309,40.501946
4435266491,,-3.67142,40.502019
4435266497,,-3.671326,40.50174
4466686966,,-3.675407,40.512045
4466686968,,-3.675682,40.512366
4466686969,,-3.675411,40.511702
4467108462,,-3.675855,40.496598
4467108463,,-3.67589,40.496698
4480673603,,-3.678916,40.504713
4480673604,,-3.679264,40.505671
4480673611,,-3.678816,40.504736
4480673617,,-3.679296,40.5055
4480673619,,-3.679175,40.505689
4480673624,,-3.678112,40.505417
4480673628,,-3.67808,40.504891
4497804842,,-3.681311,40.509132
4502013064,,-3.669345,40.499284
4504105979,,-3.67619,40.496531
4511186338,,-3.673027,40.50477
4535517445,1001,-3.663561,40.496478
4553981619,,-3.680087,40.507319
4553995216,,-3.679797,40.507381
4556071731,,-3.656572,40.501166
4556071732,,-3.655331,40.501187
4556071736,,-3.656302,40.501324
4573249409,,-3.673283,40.496095
497119818,,-3.65211,40.513115
497119826,,-3.652415,40.513097
497120011,,-3.655792,40.513021
497120026,,-3.654978,40.513119
497120708,,-3.654657,40.513061
497120710,,-3.65455,40.513327
497120714,,-3.654786,40.513427
497120715,,-3.655012,40.513299
497120764,,-3.654634,40.512841
497121946,,-3.655386,40.513487
566173793,,-3.676514,40.503926
580787906,,-3.676432,40.504071
598185624,,-3.664868,40.504463
60022750,,-3.653316,40.517313
60022752,,-3.653928,40.516051
60022754,,-3.65479,40.515003
60022755,,-3.656488,40.513464
60022756,,-3.657879,40.512179
60022757,,-3.658328,40.511684
602191435,1002,-3.664659,40.513205
602191718,1002,-3.664744,40.517463
602191903,,-3.666169,40.511536
602191968,,-3.65847,40.513817
602192289,,-3.661426,40.505598
602192336,,-3.661824,40.505253
60570749,,-3.657259,40.510616
60570750,,-3.657016,40.511193
60570752,,-3.656205,40.512586
60570754,,-3.65414,40.51483
60570757,,-3.652591,40.517539
60570758,,-3.652559,40.517717
60580207,1004,-3.659105,40.508578
60580208,1004,-3.659119,40.507889
610852180,,-3.652214,40.507745
611362617,1000,-3.66153,40.500738
611362620,1000,-3.661686,40.500433
611362630,1000,-3.661389,40.501232
611362638,1000,-3.662243,40.502596
613548074,,-3.664529,40.504993
613548075,,-3.664518,40.50519
613578216,,-3.664584,40.505128
613578218,,-3.664472,40.505045
614962921,,-3.676389,40.503949
615649179,1001,-3.668408,40.495397
622020309,,-3.675987,40.495351
76462063,1005,-3.66976,40.516544
76462064,,-3.668733,40.517022
76462065,,-3.668606,40.51711
76462273,,-3.656165,40.515572
76462275,,-3.658037,40.514187
76462328,,-3.654815,40.517823
76462333,,-3.654713,40.516678
76462339,,-3.654877,40.515649
76462953,,-3.660145,40.517596
76463345,,-3.652253,40.516403
76463365,,-3.65448,40.517872
76463368,,-3.653334,40.517932
76463369,,-3.652415,40.517799
76463381,,-3.652058,40.516637
76463382,,-3.652281,40.516589
76463544,,-3.657885,40.5134
76463545,,-3.658093,40.513585
76463564,,-3.658128,40.513746
76463565,,-3.658251,40.514058
76463574,,-3.658105,40.514011
76463591,,-3.658282,40.513714
854656922,,-3.676232,40.510972
854656945,,-3.675491,40.509871
