ID,FILE,GROUP/OBJECTIVE,LABEL,SPECIAL FEATURE,TWM,NET,LANES,LOGIT,DEMAND,TRAFFIC,ROUTE_ALGO,TELEPORTING,TWM_FUNC,TWM_SIZE,EXPNUM,PAPERS,COMMENTS
661,radial16_XXL_Bastra_rand05x4_timeALL_fulltraffic_logit50_170116_010403,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 4 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,NO,normal(05),4,,,
662,radial16_XXL_Bastra_rand05x4_timeALL_fulltraffic_logit100_170116_010801,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 4 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XXL,fulltraffic,Dijkstra,NO,normal(05),4,,,
663,radial16_XXL_Bastra_rand05x8_timeALL_fulltraffic_logit05_170116_011219,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 8 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XXL,fulltraffic,Dijkstra,NO,normal(05),8,,,
664,radial16_XXL_Bastra_rand05x8_timeALL_fulltraffic_logit10_170116_011614,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 8 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XXL,fulltraffic,Dijkstra,NO,normal(05),8,,,
665,radial16_XXL_Bastra_rand05x8_timeALL_fulltraffic_logit20_170116_012003,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 8 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XXL,fulltraffic,Dijkstra,NO,normal(05),8,,,
666,radial16_XXL_Bastra_rand05x8_timeALL_fulltraffic_logit50_170116_012354,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 8 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,NO,normal(05),8,,,
667,radial16_XXL_Bastra_rand05x8_timeALL_fulltraffic_logit100_170116_012754,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 8 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XXL,fulltraffic,Dijkstra,NO,normal(05),8,,,
668,radial16_XXL_Bastra_rand2x2_timeALL_fulltraffic_logit05_170116_013208,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 2 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,XXL,fulltraffic,Dijkstra,NO,normal(2),2,,,
669,radial16_XXL_Bastra_rand2x2_timeALL_fulltraffic_logit10_170116_013601,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 2 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,XXL,fulltraffic,Dijkstra,NO,normal(2),2,,,
670,radial16_XXL_Bastra_rand2x2_timeALL_fulltraffic_logit20_170116_013948,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 2 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,XXL,fulltraffic,Dijkstra,NO,normal(2),2,,,
671,radial16_XXL_Bastra_rand2x2_timeALL_fulltraffic_logit50_170116_014335,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 2 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,NO,normal(2),2,,,
672,radial16_XXL_Bastra_rand2x2_timeALL_fulltraffic_logit100_170116_014731,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 2 TWM - normal(2) - logit100 ,,TWM,Radial16,,logit100,XXL,fulltraffic,Dijkstra,NO,normal(2),2,,,
673,radial16_XXL_Bastra_rand2x4_timeALL_fulltraffic_logit05_170116_015152,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 4 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,XXL,fulltraffic,Dijkstra,NO,normal(2),4,,,
674,radial16_XXL_Bastra_rand2x4_timeALL_fulltraffic_logit10_170116_015539,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 4 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,XXL,fulltraffic,Dijkstra,NO,normal(2),4,,,
675,radial16_XXL_Bastra_rand2x4_timeALL_fulltraffic_logit20_170116_015928,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 4 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,XXL,fulltraffic,Dijkstra,NO,normal(2),4,,,
676,radial16_XXL_Bastra_rand2x4_timeALL_fulltraffic_logit50_170116_020315,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 4 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,NO,normal(2),4,,,
677,radial16_XXL_Bastra_rand2x4_timeALL_fulltraffic_logit100_170116_020708,RADIAL16 - Efecto del teleporting 30 en la simulacion,Radial16(XXL) 4 TWM - normal(2) - logit100 ,,TWM,Radial16,,logit100,XXL,fulltraffic,Dijkstra,NO,normal(2),4,,,
700,radial16_XXL_noBastra_tele60_nomaps_fulltraffic_170125_234213,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL)  No TWM -  -  ,,No TWM,Radial16,,,XXL,fulltraffic,Dijkstra,60,,,,,
701,radial16_XXL_Bastra_tele60_rand05x8_timeALL_fulltraffic_logit50_170125_234652,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 8 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,60,normal(05),8,,,
702,radial16_XXL_Bastra_tele60_rand05x2_timeALL_fulltraffic_logit50_170125_235111,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 2 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,60,normal(05),2,,,
703,radial16_XXL_Bastra_tele60_rand05x1_timeALL_fulltraffic_logit05_170125_235649,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 1 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XXL,fulltraffic,Dijkstra,60,normal(05),1,,,
704,radial16_XXL_Bastra_tele60_rand05x1_timeALL_fulltraffic_logit10_170126_000104,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 1 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XXL,fulltraffic,Dijkstra,60,normal(05),1,,,
705,radial16_XXL_Bastra_tele60_rand05x1_timeALL_fulltraffic_logit20_170126_000516,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 1 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XXL,fulltraffic,Dijkstra,60,normal(05),1,,,
706,radial16_XXL_Bastra_tele60_rand05x1_timeALL_fulltraffic_logit50_170126_000928,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 1 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,60,normal(05),1,,,
707,radial16_XXL_Bastra_tele60_rand05x1_timeALL_fulltraffic_logit100_170126_001405,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 1 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XXL,fulltraffic,Dijkstra,60,normal(05),1,,,
708,radial16_XXL_Bastra_tele60_rand05x2_timeALL_fulltraffic_logit05_170126_001957,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 2 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XXL,fulltraffic,Dijkstra,60,normal(05),2,,,
709,radial16_XXL_Bastra_tele60_rand05x2_timeALL_fulltraffic_logit10_170126_002412,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 2 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XXL,fulltraffic,Dijkstra,60,normal(05),2,,,
710,radial16_XXL_Bastra_tele60_rand05x2_timeALL_fulltraffic_logit20_170126_002829,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 2 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XXL,fulltraffic,Dijkstra,60,normal(05),2,,,
711,radial16_XXL_Bastra_tele60_rand05x2_timeALL_fulltraffic_logit100_170126_003238,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 2 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XXL,fulltraffic,Dijkstra,60,normal(05),2,,,
712,radial16_XXL_Bastra_tele60_rand05x4_timeALL_fulltraffic_logit05_170126_003745,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 4 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XXL,fulltraffic,Dijkstra,60,normal(05),4,,,
713,radial16_XXL_Bastra_tele60_rand05x4_timeALL_fulltraffic_logit10_170126_004200,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 4 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XXL,fulltraffic,Dijkstra,60,normal(05),4,,,
714,radial16_XXL_Bastra_tele60_rand05x4_timeALL_fulltraffic_logit20_170126_004614,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 4 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XXL,fulltraffic,Dijkstra,60,normal(05),4,,,
715,radial16_XXL_Bastra_tele60_rand05x4_timeALL_fulltraffic_logit50_170126_005025,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 4 TWM - normal(05) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,60,normal(05),4,,,
716,radial16_XXL_Bastra_tele60_rand05x4_timeALL_fulltraffic_logit100_170126_005440,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 4 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XXL,fulltraffic,Dijkstra,60,normal(05),4,,,
717,radial16_XXL_Bastra_tele60_rand05x8_timeALL_fulltraffic_logit05_170126_005920,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 8 TWM - normal(05) - logit05 ,,TWM,Radial16,,logit05,XXL,fulltraffic,Dijkstra,60,normal(05),8,,,
718,radial16_XXL_Bastra_tele60_rand05x8_timeALL_fulltraffic_logit10_170126_010340,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 8 TWM - normal(05) - logit10 ,,TWM,Radial16,,logit10,XXL,fulltraffic,Dijkstra,60,normal(05),8,,,
719,radial16_XXL_Bastra_tele60_rand05x8_timeALL_fulltraffic_logit20_170126_010753,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 8 TWM - normal(05) - logit20 ,,TWM,Radial16,,logit20,XXL,fulltraffic,Dijkstra,60,normal(05),8,,,
720,radial16_XXL_Bastra_tele60_rand05x8_timeALL_fulltraffic_logit100_170126_011207,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 8 TWM - normal(05) - logit100 ,,TWM,Radial16,,logit100,XXL,fulltraffic,Dijkstra,60,normal(05),8,,,
721,radial16_XXL_Bastra_tele60_rand2x2_timeALL_fulltraffic_logit05_170126_011634,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 2 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,XXL,fulltraffic,Dijkstra,60,normal(2),2,,,
722,radial16_XXL_Bastra_tele60_rand2x2_timeALL_fulltraffic_logit10_170126_012047,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 2 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,XXL,fulltraffic,Dijkstra,60,normal(2),2,,,
723,radial16_XXL_Bastra_tele60_rand2x2_timeALL_fulltraffic_logit20_170126_012501,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 2 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,XXL,fulltraffic,Dijkstra,60,normal(2),2,,,
724,radial16_XXL_Bastra_tele60_rand2x2_timeALL_fulltraffic_logit50_170126_012914,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 2 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,60,normal(2),2,,,
725,radial16_XXL_Bastra_tele60_rand2x2_timeALL_fulltraffic_logit100_170126_013333,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 2 TWM - normal(2) - logit100 ,,TWM,Radial16,,logit100,XXL,fulltraffic,Dijkstra,60,normal(2),2,,,
726,radial16_XXL_Bastra_tele60_rand2x4_timeALL_fulltraffic_logit05_170126_013852,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 4 TWM - normal(2) - logit05 ,,TWM,Radial16,,logit05,XXL,fulltraffic,Dijkstra,60,normal(2),4,,,
727,radial16_XXL_Bastra_tele60_rand2x4_timeALL_fulltraffic_logit10_170126_014309,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 4 TWM - normal(2) - logit10 ,,TWM,Radial16,,logit10,XXL,fulltraffic,Dijkstra,60,normal(2),4,,,
728,radial16_XXL_Bastra_tele60_rand2x4_timeALL_fulltraffic_logit20_170126_014723,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 4 TWM - normal(2) - logit20 ,,TWM,Radial16,,logit20,XXL,fulltraffic,Dijkstra,60,normal(2),4,,,
729,radial16_XXL_Bastra_tele60_rand2x4_timeALL_fulltraffic_logit50_170126_015141,RADIAL16 - Efecto del teleporting 60 en la simulacion,Radial16(XXL) 4 TWM - normal(2) - logit50 ,,TWM,Radial16,,logit50,XXL,fulltraffic,Dijkstra,60,normal(2),4,,,
1000,alcalahenares_noBastra_nomaps_tele300_fulltraffic_170116_000420,Alcala H - Teleporting 300 diferentes configuracion,alcalahenares()  No TWM -  -  ,,No TWM,alcalahenares,,,,fulltraffic,Dijkstra,300,,,,,
1001,alcalahenares_L_Bastra_tele300_uni5x8_timeALL_fulltraffic_logit50_170116_004127,Alcala H - Teleporting 300 diferentes configuracion,alcalahenares(L) 8 TWM - uniform(5) - logit50 ,,TWM,alcalahenares,,logit50,L,fulltraffic,Dijkstra,300,uniform(5),8,,,
1002,alcalahenares_L_Bastra_tele300_uni1x8_timeALL_fulltraffic_logit50_170116_002314,Alcala H - Teleporting 300 diferentes configuracion,alcalahenares(L) 8 TWM - uniform(1) - logit50 ,,TWM,alcalahenares,,logit50,L,fulltraffic,Dijkstra,300,uniform(1),8,,,
1003,alcalahenares_L_Bastra_tele300_uni5x16_timeALL_fulltraffic_logit50_170116_005920,Alcala H - Teleporting 300 diferentes configuracion,alcalahenares(L) 16 TWM - uniform(5) - logit50 ,,TWM,alcalahenares,,logit50,L,fulltraffic,Dijkstra,300,uniform(5),16,,,
1004,alcalahenares_noBastra_nomaps_fulltraffic_170115_230706,"Alcala H - L - Analizar el efecto mapas con o sin telepoing, 1, 8, 16 mapas",alcalahenares()  No TWM -  -  ,,No TWM,alcalahenares,,,,fulltraffic,Dijkstra,NO,,,,,
1005,alcalahenares_noBastra_nomaps_fulltraffic_170115_230706,"Alcala H - L - Analizar el efecto mapas con o sin telepoing, 1, 8, 16 mapas",alcalahenares()  No TWM -  -  ,,No TWM,alcalahenares,,,,fulltraffic,Dijkstra,NO,,,,,
1100,alcalahenares_noBastra_nomaps_tele60_fulltraffic_170126_201242,"Alcala H - L - Analizar el efecto mapas con o sin telepoing, 1, 8, 16 mapas",alcalahenares()  No TWM -  -  ,,No TWM,alcalahenares,,,,fulltraffic,Dijkstra,60,,,,,
1101,alcalahenares_L_Bastra_tele60_uni1x8_timeALL_fulltraffic_logit50_170126_203035,"Alcala H - L - Analizar el efecto mapas con o sin telepoing, 1, 8, 16 mapas",alcalahenares(L) 8 TWM - uniform(1) - logit50 ,,TWM,alcalahenares,,logit50,L,fulltraffic,Dijkstra,60,uniform(1),8,,,
1102,alcalahenares_L_Bastra_tele60_uni5x16_timeALL_fulltraffic_logit50_170126_204811,"Alcala H - L - Analizar el efecto mapas con o sin telepoing, 1, 8, 16 mapas",alcalahenares(L) 16 TWM - uniform(5) - logit50 ,,TWM,alcalahenares,,logit50,L,fulltraffic,Dijkstra,60,uniform(5),16,,,
1103,alcalahenares_L_Bastra_tele60_uni5x8_timeALL_fulltraffic_logit50_170126_210456,"Alcala H - L - Analizar el efecto mapas con o sin telepoing, 1, 8, 16 mapas",alcalahenares(L) 8 TWM - uniform(5) - logit50 ,,TWM,alcalahenares,,logit50,L,fulltraffic,Dijkstra,60,uniform(5),8,,,
1150,alcalahenares_XL_nomutraff_tele60_nomaps_fulltraffic_170130_200632,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL)  No TWM -  -  ,,No TWM,alcalahenares,,,XL,fulltraffic,Dijkstra,60,,,,,
1151,alcalahenares_XL_mutraff_tele60_uni1x8_timeALL_fulltraffic_logit10_170130_202418,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(1) - logit10 ,,TWM,alcalahenares,,logit10,XL,fulltraffic,Dijkstra,60,uniform(1),8,,,
1152,alcalahenares_XL_mutraff_tele60_uni1x8_timeALL_fulltraffic_logit20_170130_222842,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(1) - logit20 ,,TWM,alcalahenares,,logit20,XL,fulltraffic,Dijkstra,60,uniform(1),8,,,
1153,alcalahenares_XL_mutraff_tele60_uni1x8_timeALL_fulltraffic_logit50_170131_002856,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(1) - logit50 ,,TWM,alcalahenares,,logit50,XL,fulltraffic,Dijkstra,60,uniform(1),8,,,
1154,alcalahenares_XL_mutraff_tele60_uni1x8_timeALL_fulltraffic_logit100_170131_022031,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(1) - logit100 ,,TWM,alcalahenares,,logit100,XL,fulltraffic,Dijkstra,60,uniform(1),8,,,
1155,alcalahenares_XL_mutraff_tele60_uni5x16_timeALL_fulltraffic_logit10_170131_040937,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 16 TWM - uniform(5) - logit10 ,,TWM,alcalahenares,,logit10,XL,fulltraffic,Dijkstra,60,uniform(5),16,,,
1156,alcalahenares_XL_mutraff_tele60_uni5x16_timeALL_fulltraffic_logit20_170131_061125,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 16 TWM - uniform(5) - logit20 ,,TWM,alcalahenares,,logit20,XL,fulltraffic,Dijkstra,60,uniform(5),16,,,
1157,alcalahenares_XL_mutraff_tele60_uni5x16_timeALL_fulltraffic_logit50_170131_081200,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 16 TWM - uniform(5) - logit50 ,,TWM,alcalahenares,,logit50,XL,fulltraffic,Dijkstra,60,uniform(5),16,,,
1158,alcalahenares_XL_mutraff_tele60_uni5x16_timeALL_fulltraffic_logit100_170131_100628,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 16 TWM - uniform(5) - logit100 ,,TWM,alcalahenares,,logit100,XL,fulltraffic,Dijkstra,60,uniform(5),16,,,
1159,alcalahenares_XL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit10_170131_120427,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(5) - logit10 ,,TWM,alcalahenares,,logit10,XL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1160,alcalahenares_XL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit20_170131_140843,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(5) - logit20 ,,TWM,alcalahenares,,logit20,XL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1161,alcalahenares_XL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit50_170131_161749,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(5) - logit50 ,,TWM,alcalahenares,,logit50,XL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1162,alcalahenares_XL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit100_170131_180507,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(5) - logit100 ,,TWM,alcalahenares,,logit100,XL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1170,alcalahenares_XL_nomutraff_tele60_nomaps_fulltraffic_170206_085516,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL)  No TWM -  -  ,,No TWM,alcalahenares,,,XL,fulltraffic,Dijkstra,60,,,,,
1171,alcalahenares_XL_mutraff_tele60_uni1x8_timeALL_fulltraffic_logit10_170206_101837,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(1) - logit10 ,,TWM,alcalahenares,,logit10,XL,fulltraffic,Dijkstra,60,uniform(1),8,,,
1172,alcalahenares_XL_mutraff_tele60_uni1x8_timeALL_fulltraffic_logit20_170206_113945,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(1) - logit20 ,,TWM,alcalahenares,,logit20,XL,fulltraffic,Dijkstra,60,uniform(1),8,,,
1173,alcalahenares_XL_mutraff_tele60_uni1x8_timeALL_fulltraffic_logit50_170206_130158,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(1) - logit50 ,,TWM,alcalahenares,,logit50,XL,fulltraffic,Dijkstra,60,uniform(1),8,,,
1174,alcalahenares_XL_mutraff_tele60_uni1x8_timeALL_fulltraffic_logit100_170206_141519,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(1) - logit100 ,,TWM,alcalahenares,,logit100,XL,fulltraffic,Dijkstra,60,uniform(1),8,,,
1175,alcalahenares_XL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit10_170206_153012,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(5) - logit10 ,,TWM,alcalahenares,,logit10,XL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1176,alcalahenares_XL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit20_170206_165216,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(5) - logit20 ,,TWM,alcalahenares,,logit20,XL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1177,alcalahenares_XL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit50_170206_181328,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(5) - logit50 ,,TWM,alcalahenares,,logit50,XL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1178,alcalahenares_XL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit100_170206_193055,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 8 TWM - uniform(5) - logit100 ,,TWM,alcalahenares,,logit100,XL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1179,alcalahenares_XL_mutraff_tele60_uni5x16_timeALL_fulltraffic_logit10_170206_204057,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 16 TWM - uniform(5) - logit10 ,,TWM,alcalahenares,,logit10,XL,fulltraffic,Dijkstra,60,uniform(5),16,,,
1180,alcalahenares_XL_mutraff_tele60_uni5x16_timeALL_fulltraffic_logit20_170206_220415,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 16 TWM - uniform(5) - logit20 ,,TWM,alcalahenares,,logit20,XL,fulltraffic,Dijkstra,60,uniform(5),16,,,
1181,alcalahenares_XL_mutraff_tele60_uni5x16_timeALL_fulltraffic_logit50_170206_232354,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 16 TWM - uniform(5) - logit50 ,,TWM,alcalahenares,,logit50,XL,fulltraffic,Dijkstra,60,uniform(5),16,,,
1182,alcalahenares_XL_mutraff_tele60_uni5x16_timeALL_fulltraffic_logit100_170207_004023,Alcala H - XL - Teleporting 60 con diferentes logit.,alcalahenares(XL) 16 TWM - uniform(5) - logit100 ,,TWM,alcalahenares,,logit100,XL,fulltraffic,Dijkstra,60,uniform(5),16,,,
1200,alcalahenares_XXL_noBastra_tele60_nomaps_fulltraffic_170129_072912,Alcala H - XXL - Teleporting 60 con diferentes logit.,alcalahenares(XXL)  No TWM -  -  ,,No TWM,alcalahenares,,,XXL,fulltraffic,Dijkstra,60,,,,,
1201,alcalahenares_XXL_mutraff_tele60_uni1x8_timeALL_fulltraffic_logit10_170129_091235,Alcala H - XXL - Teleporting 60 con diferentes logit.,alcalahenares(XXL) 8 TWM - uniform(1) - logit10 ,,TWM,alcalahenares,,logit10,XXL,fulltraffic,Dijkstra,60,uniform(1),8,,,
1202,alcalahenares_XXL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit10_170129_120212,Alcala H - XXL - Teleporting 60 con diferentes logit.,alcalahenares(XXL) 8 TWM - uniform(5) - logit10 ,,TWM,alcalahenares,,logit10,XXL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1203,alcalahenares_XXL_mutraff_tele60_uni5x16_timeALL_fulltraffic_logit10_170129_144702,Alcala H - XXL - Teleporting 60 con diferentes logit.,alcalahenares(XXL) 16 TWM - uniform(5) - logit10 ,,TWM,alcalahenares,,logit10,XXL,fulltraffic,Dijkstra,60,uniform(5),16,,,
1204,alcalahenares_XXL_mutraff_tele60_uni1x8_timeALL_fulltraffic_logit20_170129_173323,Alcala H - XXL - Teleporting 60 con diferentes logit.,alcalahenares(XXL) 8 TWM - uniform(1) - logit20 ,,TWM,alcalahenares,,logit20,XXL,fulltraffic,Dijkstra,60,uniform(1),8,,,
1205,alcalahenares_XXL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit20_170129_201805,Alcala H - XXL - Teleporting 60 con diferentes logit.,alcalahenares(XXL) 8 TWM - uniform(5) - logit20 ,,TWM,alcalahenares,,logit20,XXL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1206,alcalahenares_XXL_mutraff_tele60_uni5x16_timeALL_fulltraffic_logit20_170129_230412,Alcala H - XXL - Teleporting 60 con diferentes logit.,alcalahenares(XXL) 16 TWM - uniform(5) - logit20 ,,TWM,alcalahenares,,logit20,XXL,fulltraffic,Dijkstra,60,uniform(5),16,,,
1207,alcalahenares_XXL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit50_170130_014946,Alcala H - XXL - Teleporting 60 con diferentes logit.,alcalahenares(XXL) 8 TWM - uniform(5) - logit50 ,,TWM,alcalahenares,,logit50,XXL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1208,alcalahenares_XXL_mutraff_tele60_uni1x8_timeALL_fulltraffic_logit100_170130_043133,Alcala H - XXL - Teleporting 60 con diferentes logit.,alcalahenares(XXL) 8 TWM - uniform(1) - logit100 ,,TWM,alcalahenares,,logit100,XXL,fulltraffic,Dijkstra,60,uniform(1),8,,,
1209,alcalahenares_XXL_mutraff_tele60_uni5x8_timeALL_fulltraffic_logit100_170130_071541,Alcala H - XXL - Teleporting 60 con diferentes logit.,alcalahenares(XXL) 8 TWM - uniform(5) - logit100 ,,TWM,alcalahenares,,logit100,XXL,fulltraffic,Dijkstra,60,uniform(5),8,,,
1210,radial16_noBastra_XXXL_fulltraffic_181021_123147,Alcala H - XXL - Teleporting 60 con diferentes logit.,Radial16(XXL)  No TWM -  -  ,,No TWM,Radial16,,,XXL,fulltraffic,Dijkstra,NO,,,,,
