,taz,x,y
1963430766,,-3.67624,40.4204
1963430768,,-3.682897,40.423595
1963430773,,-3.687616,40.426649
1963430774,,-3.687299,40.427864
1963430775,,-3.687388,40.427869
1973690386,,-3.684404,40.423767
1973690392,,-3.687964,40.423957
1973690393,,-3.686747,40.424029
1981925766,,-3.683049,40.42372
1981925767,,-3.685385,40.425127
1981925778,,-3.684211,40.426336
1981925784,,-3.685232,40.426492
1985455563,,-3.678875,40.438868
1998443942,,-3.673023,40.431609
1998443943,,-3.672151,40.430212
1998443945,,-3.672122,40.430582
2005635012,,-3.669288,40.421155
2005635061,,-3.669096,40.42148
2005635095,,-3.669281,40.421245
2005647261,1004,-3.688036,40.420201
2005647264,1004,-3.687267,40.420495
2005647280,1004,-3.687145,40.420394
2053142650,,-3.690194,40.427998
2053142713,1003,-3.690613,40.426608
20953243,,-3.685237,40.420644
20953244,,-3.68444,40.420802
21527321,1000,-3.679958,40.421594
21627165,,-3.687647,40.426496
21627170,,-3.683026,40.421349
21627177,,-3.675999,40.421503
21627182,,-3.677527,40.42158
21627184,,-3.67763,40.420454
21627185,,-3.676083,40.420392
21627284,,-3.675989,40.421581
21627287,,-3.677515,40.42165
21627306,,-3.682705,40.421369
2177327434,,-3.669507,40.430605
2178581742,1001,-3.669875,40.429153
2178581799,1001,-3.669003,40.427788
2298649702,1000,-3.6786,40.423511
2310055801,,-3.67049,40.432446
2351032610,,-3.686826,40.431148
2351032617,1007,-3.683227,40.436165
2351032620,1007,-3.683083,40.43676
2377018002,,-3.68791,40.425107
2377614879,,-3.675976,40.423962
2377614880,,-3.676459,40.423977
2377614881,,-3.676605,40.423981
2377614882,,-3.676902,40.42399
2377614923,,-3.675961,40.424164
2377614924,,-3.676465,40.424182
2377614925,,-3.676584,40.424186
2377614927,,-3.676669,40.4242
2383701839,1004,-3.689191,40.420116
2383701840,1004,-3.688328,40.420234
2383701841,1004,-3.688923,40.420334
2383701843,,-3.684966,40.420821
2383701844,,-3.684394,40.420951
2383701845,,-3.683023,40.421519
2383701846,1000,-3.679988,40.421681
2383701847,1000,-3.681594,40.422172
2383701848,1000,-3.680344,40.422742
2383701849,1000,-3.678793,40.423424
2466689588,1007,-3.678299,40.438051
2466698252,,-3.67533,40.438817
249290608,,-3.674251,40.434495
2506473177,1000,-3.682249,40.421288
2506473199,1004,-3.688651,40.420563
2525967100,,-3.670345,40.431921
2533399076,1002,-3.673206,40.433448
2533399077,,-3.673718,40.433964
2533399078,1002,-3.673155,40.433583
2533399079,,-3.675119,40.434527
2533399080,1002,-3.673434,40.433681
2533399083,,-3.674609,40.434633
2533399085,1002,-3.673552,40.433608
2533411707,1002,-3.671582,40.431765
2533411712,1002,-3.672684,40.432818
2533411724,,-3.671381,40.430954
2533411732,1002,-3.67281,40.43276
254504442,,-3.671118,40.422244
255289006,1000,-3.681748,40.422203
255289007,,-3.683018,40.422265
255289590,,-3.675835,40.423375
255522956,1000,-3.681894,40.42126
25552334,1001,-3.66918,40.428206
25552336,1001,-3.669179,40.427928
25552338,1001,-3.669116,40.427862
25552359,1001,-3.668926,40.428492
25552361,1001,-3.669066,40.428636
25552365,1001,-3.669242,40.428343
25552371,1001,-3.669352,40.427786
25552373,1001,-3.670734,40.427086
25552375,,-3.672471,40.426258
25552377,,-3.675722,40.42479
25552379,,-3.674127,40.424691
25552383,,-3.672601,40.424618
25552384,,-3.67092,40.424542
25552388,,-3.677238,40.424862
25552390,,-3.673409,40.42582
25552392,,-3.674056,40.425524
25552394,,-3.676751,40.424309
25552396,,-3.677278,40.424076
25552412,,-3.682846,40.421618
25552414,,-3.678664,40.424934
25552416,,-3.680214,40.425006
25552418,,-3.681515,40.42506
25552421,,-3.682781,40.425107
25552423,,-3.684123,40.425186
25552425,,-3.685369,40.425249
25552446,,-3.686577,40.425311
25552447,,-3.687864,40.42539
25552448,,-3.688085,40.425461
25552449,1003,-3.689205,40.425568
25552450,1003,-3.689796,40.425605
256525373,1006,-3.690582,40.437866
256525374,1006,-3.690484,40.437878
256525381,1006,-3.690604,40.438133
256525425,1006,-3.690469,40.438092
256672517,1007,-3.68303,40.438346
25901851,1004,-3.690563,40.420685
25901897,1004,-3.689568,40.421635
25901898,1004,-3.690193,40.420558
25901914,,-3.689976,40.421816
25901917,,-3.689776,40.422492
25901919,,-3.6884,40.422188
25901921,,-3.689684,40.422835
25901948,1003,-3.690305,40.42455
25901950,1003,-3.689976,40.425448
25901951,1003,-3.690286,40.425541
25901958,1003,-3.690179,40.424883
25902055,1003,-3.689682,40.426593
25902056,,-3.688925,40.426556
25902058,,-3.689557,40.427092
25902059,1003,-3.690474,40.42657
25902077,,-3.690101,40.427991
25902124,,-3.689329,40.427967
25902152,,-3.689731,40.42941
25902154,,-3.688978,40.429363
25902196,,-3.689415,40.430604
25902199,,-3.688668,40.430554
25902207,1005,-3.689097,40.431803
25902210,1005,-3.690442,40.431789
25902231,1005,-3.6889,40.432564
25902233,1005,-3.688835,40.432916
