,edge_id,lane_id,lane_index,lane_length,lane_shape,lane_speed
0,:0/0_0,:0/0_0_0,0,5.00,"21.75,41.35 21.56,39.99 20.98,39.03 20.01,38.44 18.65,38.25",13.90
1,:0/0_1,:0/0_1_0,0,22.70,"21.75,41.35 21.75,34.61 21.75,30.00 21.75,25.39 21.75,18.65",13.90
2,:0/0_1,:0/0_1_1,1,22.70,"25.05,41.35 25.05,34.61 25.05,30.00 25.05,25.39 25.05,18.65",13.90
3,:0/0_1,:0/0_1_2,2,22.70,"28.35,41.35 28.35,34.61 28.35,30.00 28.35,25.39 28.35,18.65",13.90
4,:0/0_4,:0/0_4_0,0,7.47,"28.35,41.35 29.16,35.66 30.05,34.18",13.90
5,:0/0_5,:0/0_5_0,0,2.41,"28.35,41.35 29.17,40.11 30.00,39.70",13.90
6,:0/0_20,:0/0_20_0,0,13.50,"30.05,34.18 31.60,31.60 35.66,29.16 41.35,28.35",13.90
7,:0/0_21,:0/0_21_0,0,2.41,"30.00,39.70 30.82,40.11 31.65,41.35",13.90
8,:0/0_6,:0/0_6_0,0,5.00,"41.35,38.25 39.99,38.44 39.02,39.02 38.44,39.99 38.25,41.35",13.90
9,:0/0_7,:0/0_7_0,0,22.70,"41.35,34.95 34.61,34.95 30.00,34.95 25.39,34.95 18.65,34.95",13.90
10,:0/0_8,:0/0_8_0,0,20.97,"41.35,31.65 35.66,30.84 31.60,28.40 29.16,24.34 28.35,18.65",13.90
11,:0/0_9,:0/0_9_0,0,4.82,"41.35,31.65 40.11,30.82 39.70,30.00 40.11,29.18 41.35,28.35",13.90
12,:0/0_10,:0/0_10_0,0,5.00,"38.25,18.65 38.44,20.01 39.02,20.98 39.99,21.56 41.35,21.75",13.90
13,:0/0_11,:0/0_11_0,0,22.70,"38.25,18.65 38.25,25.39 38.25,30.00 38.25,34.61 38.25,41.35",13.90
14,:0/0_11,:0/0_11_1,1,22.70,"34.95,18.65 34.95,25.39 34.95,30.00 34.95,34.61 34.95,41.35",13.90
15,:0/0_11,:0/0_11_2,2,22.70,"31.65,18.65 31.65,25.39 31.65,30.00 31.65,34.61 31.65,41.35",13.90
16,:0/0_14,:0/0_14_0,0,7.47,"31.65,18.65 30.84,24.34 29.95,25.82",13.90
17,:0/0_15,:0/0_15_0,0,2.41,"31.65,18.65 30.82,19.89 30.00,20.30",13.90
18,:0/0_22,:0/0_22_0,0,13.50,"29.95,25.82 28.40,28.40 24.34,30.84 18.65,31.65",13.90
19,:0/0_23,:0/0_23_0,0,2.41,"30.00,20.30 29.18,19.89 28.35,18.65",13.90
20,:0/0_16,:0/0_16_0,0,5.00,"18.65,21.75 20.01,21.56 20.98,20.98 21.56,20.01 21.75,18.65",13.90
21,:0/0_17,:0/0_17_0,0,22.70,"18.65,25.05 25.39,25.05 30.00,25.05 34.61,25.05 41.35,25.05",13.90
22,:0/0_18,:0/0_18_0,0,20.97,"18.65,28.35 24.34,29.16 28.40,31.60 30.84,35.66 31.65,41.35",13.90
23,:0/0_19,:0/0_19_0,0,4.82,"18.65,28.35 19.89,29.17 20.30,30.00 19.89,30.82 18.65,31.65",13.90
24,:0/1_0,:0/1_0_0,0,5.00,"21.75,191.35 21.56,189.99 20.98,189.03 20.01,188.44 18.65,188.25",13.90
25,:0/1_1,:0/1_1_0,0,22.70,"21.75,191.35 21.75,184.61 21.75,180.00 21.75,175.39 21.75,168.65",13.90
26,:0/1_1,:0/1_1_1,1,22.70,"25.05,191.35 25.05,184.61 25.05,180.00 25.05,175.39 25.05,168.65",13.90
27,:0/1_1,:0/1_1_2,2,22.70,"28.35,191.35 28.35,184.61 28.35,180.00 28.35,175.39 28.35,168.65",13.90
28,:0/1_4,:0/1_4_0,0,7.47,"28.35,191.35 29.16,185.66 30.05,184.18",13.90
29,:0/1_5,:0/1_5_0,0,2.41,"28.35,191.35 29.17,190.11 30.00,189.70",13.90
30,:0/1_20,:0/1_20_0,0,13.50,"30.05,184.18 31.60,181.60 35.66,179.16 41.35,178.35",13.90
31,:0/1_21,:0/1_21_0,0,2.41,"30.00,189.70 30.82,190.11 31.65,191.35",13.90
32,:0/1_6,:0/1_6_0,0,5.00,"41.35,188.25 39.99,188.44 39.03,189.03 38.44,189.99 38.25,191.35",13.90
33,:0/1_7,:0/1_7_0,0,22.70,"41.35,184.95 34.61,184.95 30.00,184.95 25.39,184.95 18.65,184.95",13.90
34,:0/1_8,:0/1_8_0,0,20.97,"41.35,181.65 35.66,180.84 31.60,178.40 29.16,174.34 28.35,168.65",13.90
35,:0/1_9,:0/1_9_0,0,4.82,"41.35,181.65 40.11,180.83 39.70,180.00 40.11,179.18 41.35,178.35",13.90
36,:0/1_10,:0/1_10_0,0,5.00,"38.25,168.65 38.44,170.01 39.03,170.97 39.99,171.56 41.35,171.75",13.90
37,:0/1_11,:0/1_11_0,0,22.70,"38.25,168.65 38.25,175.39 38.25,180.00 38.25,184.61 38.25,191.35",13.90
38,:0/1_11,:0/1_11_1,1,22.70,"34.95,168.65 34.95,175.39 34.95,180.00 34.95,184.61 34.95,191.35",13.90
39,:0/1_11,:0/1_11_2,2,22.70,"31.65,168.65 31.65,175.39 31.65,180.00 31.65,184.61 31.65,191.35",13.90
40,:0/1_14,:0/1_14_0,0,7.47,"31.65,168.65 30.84,174.34 29.95,175.82",13.90
41,:0/1_15,:0/1_15_0,0,2.41,"31.65,168.65 30.82,169.89 30.00,170.30",13.90
42,:0/1_22,:0/1_22_0,0,13.50,"29.95,175.82 28.40,178.40 24.34,180.84 18.65,181.65",13.90
43,:0/1_23,:0/1_23_0,0,2.41,"30.00,170.30 29.18,169.89 28.35,168.65",13.90
44,:0/1_16,:0/1_16_0,0,5.00,"18.65,171.75 20.01,171.56 20.98,170.97 21.56,170.01 21.75,168.65",13.90
45,:0/1_17,:0/1_17_0,0,22.70,"18.65,175.05 25.39,175.05 30.00,175.05 34.61,175.05 41.35,175.05",13.90
46,:0/1_18,:0/1_18_0,0,20.97,"18.65,178.35 24.34,179.16 28.40,181.60 30.84,185.66 31.65,191.35",13.90
47,:0/1_19,:0/1_19_0,0,4.82,"18.65,178.35 19.89,179.17 20.30,180.00 19.89,180.82 18.65,181.65",13.90
48,:0/10_0,:0/10_0_0,0,5.00,"21.75,1541.35 21.56,1539.99 20.98,1539.03 20.01,1538.44 18.65,1538.25",13.90
49,:0/10_1,:0/10_1_0,0,22.70,"21.75,1541.35 21.75,1534.61 21.75,1530.00 21.75,1525.39 21.75,1518.65",13.90
50,:0/10_1,:0/10_1_1,1,22.70,"25.05,1541.35 25.05,1534.61 25.05,1530.00 25.05,1525.39 25.05,1518.65",13.90
51,:0/10_1,:0/10_1_2,2,22.70,"28.35,1541.35 28.35,1534.61 28.35,1530.00 28.35,1525.39 28.35,1518.65",13.90
52,:0/10_4,:0/10_4_0,0,7.47,"28.35,1541.35 29.16,1535.66 30.05,1534.18",13.90
53,:0/10_5,:0/10_5_0,0,2.41,"28.35,1541.35 29.17,1540.11 30.00,1539.70",13.90
54,:0/10_20,:0/10_20_0,0,13.50,"30.05,1534.18 31.60,1531.60 35.66,1529.16 41.35,1528.35",13.90
55,:0/10_21,:0/10_21_0,0,2.41,"30.00,1539.70 30.82,1540.11 31.65,1541.35",13.90
56,:0/10_6,:0/10_6_0,0,5.00,"41.35,1538.25 39.99,1538.44 39.02,1539.03 38.44,1539.99 38.25,1541.35",13.90
57,:0/10_7,:0/10_7_0,0,22.70,"41.35,1534.95 34.61,1534.95 30.00,1534.95 25.39,1534.95 18.65,1534.95",13.90
58,:0/10_8,:0/10_8_0,0,20.97,"41.35,1531.65 35.66,1530.84 31.60,1528.40 29.16,1524.34 28.35,1518.65",13.90
59,:0/10_9,:0/10_9_0,0,4.82,"41.35,1531.65 40.11,1530.82 39.70,1530.00 40.11,1529.18 41.35,1528.35",13.90
60,:0/10_10,:0/10_10_0,0,5.00,"38.25,1518.65 38.44,1520.01 39.02,1520.97 39.99,1521.56 41.35,1521.75",13.90
61,:0/10_11,:0/10_11_0,0,22.70,"38.25,1518.65 38.25,1525.39 38.25,1530.00 38.25,1534.61 38.25,1541.35",13.90
62,:0/10_11,:0/10_11_1,1,22.70,"34.95,1518.65 34.95,1525.39 34.95,1530.00 34.95,1534.61 34.95,1541.35",13.90
63,:0/10_11,:0/10_11_2,2,22.70,"31.65,1518.65 31.65,1525.39 31.65,1530.00 31.65,1534.61 31.65,1541.35",13.90
64,:0/10_14,:0/10_14_0,0,7.47,"31.65,1518.65 30.84,1524.34 29.95,1525.82",13.90
65,:0/10_15,:0/10_15_0,0,2.41,"31.65,1518.65 30.82,1519.89 30.00,1520.30",13.90
66,:0/10_22,:0/10_22_0,0,13.50,"29.95,1525.82 28.40,1528.40 24.34,1530.84 18.65,1531.65",13.90
67,:0/10_23,:0/10_23_0,0,2.41,"30.00,1520.30 29.18,1519.89 28.35,1518.65",13.90
68,:0/10_16,:0/10_16_0,0,5.00,"18.65,1521.75 20.01,1521.56 20.98,1520.97 21.56,1520.01 21.75,1518.65",13.90
69,:0/10_17,:0/10_17_0,0,22.70,"18.65,1525.05 25.39,1525.05 30.00,1525.05 34.61,1525.05 41.35,1525.05",13.90
70,:0/10_18,:0/10_18_0,0,20.97,"18.65,1528.35 24.34,1529.16 28.40,1531.60 30.84,1535.66 31.65,1541.35",13.90
71,:0/10_19,:0/10_19_0,0,4.82,"18.65,1528.35 19.89,1529.18 20.30,1530.00 19.89,1530.83 18.65,1531.65",13.90
72,:0/11_0,:0/11_0_0,0,5.00,"21.75,1691.35 21.56,1689.99 20.98,1689.03 20.01,1688.44 18.65,1688.25",13.90
73,:0/11_1,:0/11_1_0,0,22.70,"21.75,1691.35 21.75,1684.61 21.75,1680.00 21.75,1675.39 21.75,1668.65",13.90
74,:0/11_1,:0/11_1_1,1,22.70,"25.05,1691.35 25.05,1684.61 25.05,1680.00 25.05,1675.39 25.05,1668.65",13.90
75,:0/11_1,:0/11_1_2,2,22.70,"28.35,1691.35 28.35,1684.61 28.35,1680.00 28.35,1675.39 28.35,1668.65",13.90
76,:0/11_4,:0/11_4_0,0,7.47,"28.35,1691.35 29.16,1685.66 30.05,1684.18",13.90
77,:0/11_5,:0/11_5_0,0,2.41,"28.35,1691.35 29.17,1690.11 30.00,1689.70",13.90
78,:0/11_20,:0/11_20_0,0,13.50,"30.05,1684.18 31.60,1681.60 35.66,1679.16 41.35,1678.35",13.90
79,:0/11_21,:0/11_21_0,0,2.41,"30.00,1689.70 30.82,1690.11 31.65,1691.35",13.90
80,:0/11_6,:0/11_6_0,0,5.00,"41.35,1688.25 39.99,1688.44 39.02,1689.03 38.44,1689.99 38.25,1691.35",13.90
81,:0/11_7,:0/11_7_0,0,22.70,"41.35,1684.95 34.61,1684.95 30.00,1684.95 25.39,1684.95 18.65,1684.95",13.90
82,:0/11_8,:0/11_8_0,0,20.97,"41.35,1681.65 35.66,1680.84 31.60,1678.40 29.16,1674.34 28.35,1668.65",13.90
83,:0/11_9,:0/11_9_0,0,4.82,"41.35,1681.65 40.11,1680.82 39.70,1680.00 40.11,1679.18 41.35,1678.35",13.90
84,:0/11_10,:0/11_10_0,0,5.00,"38.25,1668.65 38.44,1670.01 39.02,1670.97 39.99,1671.56 41.35,1671.75",13.90
85,:0/11_11,:0/11_11_0,0,22.70,"38.25,1668.65 38.25,1675.39 38.25,1680.00 38.25,1684.61 38.25,1691.35",13.90
86,:0/11_11,:0/11_11_1,1,22.70,"34.95,1668.65 34.95,1675.39 34.95,1680.00 34.95,1684.61 34.95,1691.35",13.90
87,:0/11_11,:0/11_11_2,2,22.70,"31.65,1668.65 31.65,1675.39 31.65,1680.00 31.65,1684.61 31.65,1691.35",13.90
88,:0/11_14,:0/11_14_0,0,7.47,"31.65,1668.65 30.84,1674.34 29.95,1675.82",13.90
89,:0/11_15,:0/11_15_0,0,2.41,"31.65,1668.65 30.82,1669.89 30.00,1670.30",13.90
90,:0/11_22,:0/11_22_0,0,13.50,"29.95,1675.82 28.40,1678.40 24.34,1680.84 18.65,1681.65",13.90
91,:0/11_23,:0/11_23_0,0,2.41,"30.00,1670.30 29.18,1669.89 28.35,1668.65",13.90
92,:0/11_16,:0/11_16_0,0,5.00,"18.65,1671.75 20.01,1671.56 20.98,1670.97 21.56,1670.01 21.75,1668.65",13.90
93,:0/11_17,:0/11_17_0,0,22.70,"18.65,1675.05 25.39,1675.05 30.00,1675.05 34.61,1675.05 41.35,1675.05",13.90
94,:0/11_18,:0/11_18_0,0,20.97,"18.65,1678.35 24.34,1679.16 28.40,1681.60 30.84,1685.66 31.65,1691.35",13.90
95,:0/11_19,:0/11_19_0,0,4.82,"18.65,1678.35 19.89,1679.18 20.30,1680.00 19.89,1680.83 18.65,1681.65",13.90
96,:0/12_0,:0/12_0_0,0,5.00,"21.75,1841.35 21.56,1839.99 20.98,1839.03 20.01,1838.44 18.65,1838.25",13.90
97,:0/12_1,:0/12_1_0,0,22.70,"21.75,1841.35 21.75,1834.61 21.75,1830.00 21.75,1825.39 21.75,1818.65",13.90
98,:0/12_1,:0/12_1_1,1,22.70,"25.05,1841.35 25.05,1834.61 25.05,1830.00 25.05,1825.39 25.05,1818.65",13.90
99,:0/12_1,:0/12_1_2,2,22.70,"28.35,1841.35 28.35,1834.61 28.35,1830.00 28.35,1825.39 28.35,1818.65",13.90
100,:0/12_4,:0/12_4_0,0,7.47,"28.35,1841.35 29.16,1835.66 30.05,1834.18",13.90
101,:0/12_5,:0/12_5_0,0,2.41,"28.35,1841.35 29.17,1840.11 30.00,1839.70",13.90
102,:0/12_20,:0/12_20_0,0,13.50,"30.05,1834.18 31.60,1831.60 35.66,1829.16 41.35,1828.35",13.90
103,:0/12_21,:0/12_21_0,0,2.41,"30.00,1839.70 30.82,1840.11 31.65,1841.35",13.90
104,:0/12_6,:0/12_6_0,0,5.00,"41.35,1838.25 39.99,1838.44 39.02,1839.03 38.44,1839.99 38.25,1841.35",13.90
105,:0/12_7,:0/12_7_0,0,22.70,"41.35,1834.95 34.61,1834.95 30.00,1834.95 25.39,1834.95 18.65,1834.95",13.90
106,:0/12_8,:0/12_8_0,0,20.97,"41.35,1831.65 35.66,1830.84 31.60,1828.40 29.16,1824.34 28.35,1818.65",13.90
107,:0/12_9,:0/12_9_0,0,4.82,"41.35,1831.65 40.11,1830.83 39.70,1830.00 40.11,1829.17 41.35,1828.35",13.90
108,:0/12_10,:0/12_10_0,0,5.00,"38.25,1818.65 38.44,1820.01 39.02,1820.97 39.99,1821.56 41.35,1821.75",13.90
109,:0/12_11,:0/12_11_0,0,22.70,"38.25,1818.65 38.25,1825.39 38.25,1830.00 38.25,1834.61 38.25,1841.35",13.90
110,:0/12_11,:0/12_11_1,1,22.70,"34.95,1818.65 34.95,1825.39 34.95,1830.00 34.95,1834.61 34.95,1841.35",13.90
111,:0/12_11,:0/12_11_2,2,22.70,"31.65,1818.65 31.65,1825.39 31.65,1830.00 31.65,1834.61 31.65,1841.35",13.90
112,:0/12_14,:0/12_14_0,0,7.47,"31.65,1818.65 30.84,1824.34 29.95,1825.82",13.90
113,:0/12_15,:0/12_15_0,0,2.41,"31.65,1818.65 30.82,1819.89 30.00,1820.30",13.90
114,:0/12_22,:0/12_22_0,0,13.50,"29.95,1825.82 28.40,1828.40 24.34,1830.84 18.65,1831.65",13.90
115,:0/12_23,:0/12_23_0,0,2.41,"30.00,1820.30 29.18,1819.89 28.35,1818.65",13.90
116,:0/12_16,:0/12_16_0,0,5.00,"18.65,1821.75 20.01,1821.56 20.98,1820.97 21.56,1820.01 21.75,1818.65",13.90
117,:0/12_17,:0/12_17_0,0,22.70,"18.65,1825.05 25.39,1825.05 30.00,1825.05 34.61,1825.05 41.35,1825.05",13.90
118,:0/12_18,:0/12_18_0,0,20.97,"18.65,1828.35 24.34,1829.16 28.40,1831.60 30.84,1835.66 31.65,1841.35",13.90
119,:0/12_19,:0/12_19_0,0,4.82,"18.65,1828.35 19.89,1829.18 20.30,1830.00 19.89,1830.83 18.65,1831.65",13.90
120,:0/13_0,:0/13_0_0,0,5.00,"21.75,1991.35 21.56,1989.99 20.98,1989.03 20.01,1988.44 18.65,1988.25",13.90
121,:0/13_1,:0/13_1_0,0,22.70,"21.75,1991.35 21.75,1984.61 21.75,1980.00 21.75,1975.39 21.75,1968.65",13.90
122,:0/13_1,:0/13_1_1,1,22.70,"25.05,1991.35 25.05,1984.61 25.05,1980.00 25.05,1975.39 25.05,1968.65",13.90
123,:0/13_1,:0/13_1_2,2,22.70,"28.35,1991.35 28.35,1984.61 28.35,1980.00 28.35,1975.39 28.35,1968.65",13.90
124,:0/13_4,:0/13_4_0,0,7.47,"28.35,1991.35 29.16,1985.66 30.05,1984.18",13.90
125,:0/13_5,:0/13_5_0,0,2.41,"28.35,1991.35 29.17,1990.11 30.00,1989.70",13.90
126,:0/13_20,:0/13_20_0,0,13.50,"30.05,1984.18 31.60,1981.60 35.66,1979.16 41.35,1978.35",13.90
127,:0/13_21,:0/13_21_0,0,2.41,"30.00,1989.70 30.82,1990.11 31.65,1991.35",13.90
128,:0/13_6,:0/13_6_0,0,5.00,"41.35,1988.25 39.99,1988.44 39.02,1989.03 38.44,1989.99 38.25,1991.35",13.90
129,:0/13_7,:0/13_7_0,0,22.70,"41.35,1984.95 34.61,1984.95 30.00,1984.95 25.39,1984.95 18.65,1984.95",13.90
130,:0/13_8,:0/13_8_0,0,20.97,"41.35,1981.65 35.66,1980.84 31.60,1978.40 29.16,1974.34 28.35,1968.65",13.90
131,:0/13_9,:0/13_9_0,0,4.82,"41.35,1981.65 40.11,1980.83 39.70,1980.00 40.11,1979.17 41.35,1978.35",13.90
132,:0/13_10,:0/13_10_0,0,5.00,"38.25,1968.65 38.44,1970.01 39.02,1970.97 39.99,1971.56 41.35,1971.75",13.90
133,:0/13_11,:0/13_11_0,0,22.70,"38.25,1968.65 38.25,1975.39 38.25,1980.00 38.25,1984.61 38.25,1991.35",13.90
134,:0/13_11,:0/13_11_1,1,22.70,"34.95,1968.65 34.95,1975.39 34.95,1980.00 34.95,1984.61 34.95,1991.35",13.90
135,:0/13_11,:0/13_11_2,2,22.70,"31.65,1968.65 31.65,1975.39 31.65,1980.00 31.65,1984.61 31.65,1991.35",13.90
136,:0/13_14,:0/13_14_0,0,7.47,"31.65,1968.65 30.84,1974.34 29.95,1975.82",13.90
137,:0/13_15,:0/13_15_0,0,2.41,"31.65,1968.65 30.82,1969.89 30.00,1970.30",13.90
138,:0/13_22,:0/13_22_0,0,13.50,"29.95,1975.82 28.40,1978.40 24.34,1980.84 18.65,1981.65",13.90
139,:0/13_23,:0/13_23_0,0,2.41,"30.00,1970.30 29.18,1969.89 28.35,1968.65",13.90
140,:0/13_16,:0/13_16_0,0,5.00,"18.65,1971.75 20.01,1971.56 20.98,1970.97 21.56,1970.01 21.75,1968.65",13.90
141,:0/13_17,:0/13_17_0,0,22.70,"18.65,1975.05 25.39,1975.05 30.00,1975.05 34.61,1975.05 41.35,1975.05",13.90
142,:0/13_18,:0/13_18_0,0,20.97,"18.65,1978.35 24.34,1979.16 28.40,1981.60 30.84,1985.66 31.65,1991.35",13.90
143,:0/13_19,:0/13_19_0,0,4.82,"18.65,1978.35 19.89,1979.18 20.30,1980.00 19.89,1980.83 18.65,1981.65",13.90
144,:0/14_0,:0/14_0_0,0,5.00,"21.75,2141.35 21.56,2139.99 20.98,2139.03 20.01,2138.44 18.65,2138.25",13.90
145,:0/14_1,:0/14_1_0,0,22.70,"21.75,2141.35 21.75,2134.61 21.75,2130.00 21.75,2125.39 21.75,2118.65",13.90
146,:0/14_1,:0/14_1_1,1,22.70,"25.05,2141.35 25.05,2134.61 25.05,2130.00 25.05,2125.39 25.05,2118.65",13.90
147,:0/14_1,:0/14_1_2,2,22.70,"28.35,2141.35 28.35,2134.61 28.35,2130.00 28.35,2125.39 28.35,2118.65",13.90
148,:0/14_4,:0/14_4_0,0,7.47,"28.35,2141.35 29.16,2135.66 30.05,2134.18",13.90
149,:0/14_5,:0/14_5_0,0,2.41,"28.35,2141.35 29.17,2140.11 30.00,2139.70",13.90
150,:0/14_20,:0/14_20_0,0,13.50,"30.05,2134.18 31.60,2131.60 35.66,2129.16 41.35,2128.35",13.90
151,:0/14_21,:0/14_21_0,0,2.41,"30.00,2139.70 30.82,2140.11 31.65,2141.35",13.90
152,:0/14_6,:0/14_6_0,0,5.00,"41.35,2138.25 39.99,2138.44 39.02,2139.03 38.44,2139.99 38.25,2141.35",13.90
153,:0/14_7,:0/14_7_0,0,22.70,"41.35,2134.95 34.61,2134.95 30.00,2134.95 25.39,2134.95 18.65,2134.95",13.90
154,:0/14_8,:0/14_8_0,0,20.97,"41.35,2131.65 35.66,2130.84 31.60,2128.40 29.16,2124.34 28.35,2118.65",13.90
155,:0/14_9,:0/14_9_0,0,4.82,"41.35,2131.65 40.11,2130.83 39.70,2130.00 40.11,2129.17 41.35,2128.35",13.90
156,:0/14_10,:0/14_10_0,0,5.00,"38.25,2118.65 38.44,2120.01 39.02,2120.97 39.99,2121.56 41.35,2121.75",13.90
157,:0/14_11,:0/14_11_0,0,22.70,"38.25,2118.65 38.25,2125.39 38.25,2130.00 38.25,2134.61 38.25,2141.35",13.90
158,:0/14_11,:0/14_11_1,1,22.70,"34.95,2118.65 34.95,2125.39 34.95,2130.00 34.95,2134.61 34.95,2141.35",13.90
159,:0/14_11,:0/14_11_2,2,22.70,"31.65,2118.65 31.65,2125.39 31.65,2130.00 31.65,2134.61 31.65,2141.35",13.90
160,:0/14_14,:0/14_14_0,0,7.47,"31.65,2118.65 30.84,2124.34 29.95,2125.82",13.90
161,:0/14_15,:0/14_15_0,0,2.41,"31.65,2118.65 30.82,2119.89 30.00,2120.30",13.90
162,:0/14_22,:0/14_22_0,0,13.50,"29.95,2125.82 28.40,2128.40 24.34,2130.84 18.65,2131.65",13.90
163,:0/14_23,:0/14_23_0,0,2.41,"30.00,2120.30 29.18,2119.89 28.35,2118.65",13.90
164,:0/14_16,:0/14_16_0,0,5.00,"18.65,2121.75 20.01,2121.56 20.98,2120.97 21.56,2120.01 21.75,2118.65",13.90
165,:0/14_17,:0/14_17_0,0,22.70,"18.65,2125.05 25.39,2125.05 30.00,2125.05 34.61,2125.05 41.35,2125.05",13.90
166,:0/14_18,:0/14_18_0,0,20.97,"18.65,2128.35 24.34,2129.16 28.40,2131.60 30.84,2135.66 31.65,2141.35",13.90
167,:0/14_19,:0/14_19_0,0,4.82,"18.65,2128.35 19.89,2129.17 20.30,2130.00 19.89,2130.83 18.65,2131.65",13.90
168,:0/15_0,:0/15_0_0,0,5.00,"21.75,2291.35 21.56,2289.99 20.98,2289.03 20.01,2288.44 18.65,2288.25",13.90
169,:0/15_1,:0/15_1_0,0,22.70,"21.75,2291.35 21.75,2284.61 21.75,2280.00 21.75,2275.39 21.75,2268.65",13.90
170,:0/15_1,:0/15_1_1,1,22.70,"25.05,2291.35 25.05,2284.61 25.05,2280.00 25.05,2275.39 25.05,2268.65",13.90
171,:0/15_1,:0/15_1_2,2,22.70,"28.35,2291.35 28.35,2284.61 28.35,2280.00 28.35,2275.39 28.35,2268.65",13.90
172,:0/15_4,:0/15_4_0,0,7.47,"28.35,2291.35 29.16,2285.66 30.05,2284.18",13.90
173,:0/15_5,:0/15_5_0,0,2.41,"28.35,2291.35 29.17,2290.11 30.00,2289.70",13.90
174,:0/15_20,:0/15_20_0,0,13.50,"30.05,2284.18 31.60,2281.60 35.66,2279.16 41.35,2278.35",13.90
175,:0/15_21,:0/15_21_0,0,2.41,"30.00,2289.70 30.82,2290.11 31.65,2291.35",13.90
176,:0/15_6,:0/15_6_0,0,5.00,"41.35,2288.25 39.99,2288.44 39.03,2289.03 38.44,2289.99 38.25,2291.35",13.90
177,:0/15_7,:0/15_7_0,0,22.70,"41.35,2284.95 34.61,2284.95 30.00,2284.95 25.39,2284.95 18.65,2284.95",13.90
178,:0/15_8,:0/15_8_0,0,20.97,"41.35,2281.65 35.66,2280.84 31.60,2278.40 29.16,2274.34 28.35,2268.65",13.90
179,:0/15_9,:0/15_9_0,0,4.82,"41.35,2281.65 40.11,2280.83 39.70,2280.00 40.11,2279.17 41.35,2278.35",13.90
180,:0/15_10,:0/15_10_0,0,5.00,"38.25,2268.65 38.44,2270.01 39.02,2270.97 39.99,2271.56 41.35,2271.75",13.90
181,:0/15_11,:0/15_11_0,0,22.70,"38.25,2268.65 38.25,2275.39 38.25,2280.00 38.25,2284.61 38.25,2291.35",13.90
182,:0/15_11,:0/15_11_1,1,22.70,"34.95,2268.65 34.95,2275.39 34.95,2280.00 34.95,2284.61 34.95,2291.35",13.90
183,:0/15_11,:0/15_11_2,2,22.70,"31.65,2268.65 31.65,2275.39 31.65,2280.00 31.65,2284.61 31.65,2291.35",13.90
184,:0/15_14,:0/15_14_0,0,7.47,"31.65,2268.65 30.84,2274.34 29.95,2275.82",13.90
185,:0/15_15,:0/15_15_0,0,2.41,"31.65,2268.65 30.82,2269.89 30.00,2270.30",13.90
186,:0/15_22,:0/15_22_0,0,13.50,"29.95,2275.82 28.40,2278.40 24.34,2280.84 18.65,2281.65",13.90
187,:0/15_23,:0/15_23_0,0,2.41,"30.00,2270.30 29.18,2269.89 28.35,2268.65",13.90
188,:0/15_16,:0/15_16_0,0,5.00,"18.65,2271.75 20.01,2271.56 20.98,2270.97 21.56,2270.01 21.75,2268.65",13.90
189,:0/15_17,:0/15_17_0,0,22.70,"18.65,2275.05 25.39,2275.05 30.00,2275.05 34.61,2275.05 41.35,2275.05",13.90
190,:0/15_18,:0/15_18_0,0,20.97,"18.65,2278.35 24.34,2279.16 28.40,2281.60 30.84,2285.66 31.65,2291.35",13.90
191,:0/15_19,:0/15_19_0,0,4.82,"18.65,2278.35 19.89,2279.17 20.30,2280.00 19.89,2280.83 18.65,2281.65",13.90
192,:0/2_0,:0/2_0_0,0,5.00,"21.75,341.35 21.56,339.99 20.98,339.02 20.01,338.44 18.65,338.25",13.90
193,:0/2_1,:0/2_1_0,0,22.70,"21.75,341.35 21.75,334.61 21.75,330.00 21.75,325.39 21.75,318.65",13.90
194,:0/2_1,:0/2_1_1,1,22.70,"25.05,341.35 25.05,334.61 25.05,330.00 25.05,325.39 25.05,318.65",13.90
195,:0/2_1,:0/2_1_2,2,22.70,"28.35,341.35 28.35,334.61 28.35,330.00 28.35,325.39 28.35,318.65",13.90
196,:0/2_4,:0/2_4_0,0,7.47,"28.35,341.35 29.16,335.66 30.05,334.18",13.90
197,:0/2_5,:0/2_5_0,0,2.41,"28.35,341.35 29.17,340.11 30.00,339.70",13.90
198,:0/2_20,:0/2_20_0,0,13.50,"30.05,334.18 31.60,331.60 35.66,329.16 41.35,328.35",13.90
199,:0/2_21,:0/2_21_0,0,2.41,"30.00,339.70 30.82,340.11 31.65,341.35",13.90
200,:0/2_6,:0/2_6_0,0,5.00,"41.35,338.25 39.99,338.44 39.03,339.02 38.44,339.99 38.25,341.35",13.90
201,:0/2_7,:0/2_7_0,0,22.70,"41.35,334.95 34.61,334.95 30.00,334.95 25.39,334.95 18.65,334.95",13.90
202,:0/2_8,:0/2_8_0,0,20.97,"41.35,331.65 35.66,330.84 31.60,328.40 29.16,324.34 28.35,318.65",13.90
203,:0/2_9,:0/2_9_0,0,4.82,"41.35,331.65 40.11,330.83 39.70,330.00 40.11,329.18 41.35,328.35",13.90
204,:0/2_10,:0/2_10_0,0,5.00,"38.25,318.65 38.44,320.01 39.02,320.98 39.99,321.56 41.35,321.75",13.90
205,:0/2_11,:0/2_11_0,0,22.70,"38.25,318.65 38.25,325.39 38.25,330.00 38.25,334.61 38.25,341.35",13.90
206,:0/2_11,:0/2_11_1,1,22.70,"34.95,318.65 34.95,325.39 34.95,330.00 34.95,334.61 34.95,341.35",13.90
