,edge_id,lane_id,lane_index,lane_length,lane_shape,lane_speed
6920,11/5to11/4,11/5to11/4_1,1,127.30,"1675.05,768.65 1675.05,641.35",13.90
6921,11/5to11/4,11/5to11/4_2,2,127.30,"1678.35,768.65 1678.35,641.35",13.90
6922,11/5to11/6,11/5to11/6_0,0,127.30,"1688.25,791.35 1688.25,918.65",13.90
6923,11/5to11/6,11/5to11/6_1,1,127.30,"1684.95,791.35 1684.95,918.65",13.90
6924,11/5to11/6,11/5to11/6_2,2,127.30,"1681.65,791.35 1681.65,918.65",13.90
6925,11/5to12/5,11/5to12/5_0,0,127.30,"1691.35,771.75 1818.65,771.75",13.90
6926,11/5to12/5,11/5to12/5_1,1,127.30,"1691.35,775.05 1818.65,775.05",13.90
6927,11/5to12/5,11/5to12/5_2,2,127.30,"1691.35,778.35 1818.65,778.35",13.90
6928,11/6to10/6,11/6to10/6_0,0,127.30,"1668.65,938.25 1541.35,938.25",13.90
6929,11/6to10/6,11/6to10/6_1,1,127.30,"1668.65,934.95 1541.35,934.95",13.90
6930,11/6to10/6,11/6to10/6_2,2,127.30,"1668.65,931.65 1541.35,931.65",13.90
6931,11/6to11/5,11/6to11/5_0,0,127.30,"1671.75,918.65 1671.75,791.35",13.90
6932,11/6to11/5,11/6to11/5_1,1,127.30,"1675.05,918.65 1675.05,791.35",13.90
6933,11/6to11/5,11/6to11/5_2,2,127.30,"1678.35,918.65 1678.35,791.35",13.90
6934,11/6to11/7,11/6to11/7_0,0,127.30,"1688.25,941.35 1688.25,1068.65",13.90
6935,11/6to11/7,11/6to11/7_1,1,127.30,"1684.95,941.35 1684.95,1068.65",13.90
6936,11/6to11/7,11/6to11/7_2,2,127.30,"1681.65,941.35 1681.65,1068.65",13.90
6937,11/6to12/6,11/6to12/6_0,0,127.30,"1691.35,921.75 1818.65,921.75",13.90
6938,11/6to12/6,11/6to12/6_1,1,127.30,"1691.35,925.05 1818.65,925.05",13.90
6939,11/6to12/6,11/6to12/6_2,2,127.30,"1691.35,928.35 1818.65,928.35",13.90
6940,11/7to10/7,11/7to10/7_0,0,127.30,"1668.65,1088.25 1541.35,1088.25",13.90
6941,11/7to10/7,11/7to10/7_1,1,127.30,"1668.65,1084.95 1541.35,1084.95",13.90
6942,11/7to10/7,11/7to10/7_2,2,127.30,"1668.65,1081.65 1541.35,1081.65",13.90
6943,11/7to11/6,11/7to11/6_0,0,127.30,"1671.75,1068.65 1671.75,941.35",13.90
6944,11/7to11/6,11/7to11/6_1,1,127.30,"1675.05,1068.65 1675.05,941.35",13.90
6945,11/7to11/6,11/7to11/6_2,2,127.30,"1678.35,1068.65 1678.35,941.35",13.90
6946,11/7to11/8,11/7to11/8_0,0,127.30,"1688.25,1091.35 1688.25,1218.65",13.90
6947,11/7to11/8,11/7to11/8_1,1,127.30,"1684.95,1091.35 1684.95,1218.65",13.90
6948,11/7to11/8,11/7to11/8_2,2,127.30,"1681.65,1091.35 1681.65,1218.65",13.90
6949,11/7to12/7,11/7to12/7_0,0,127.30,"1691.35,1071.75 1818.65,1071.75",13.90
6950,11/7to12/7,11/7to12/7_1,1,127.30,"1691.35,1075.05 1818.65,1075.05",13.90
6951,11/7to12/7,11/7to12/7_2,2,127.30,"1691.35,1078.35 1818.65,1078.35",13.90
6952,11/8to10/8,11/8to10/8_0,0,127.30,"1668.65,1238.25 1541.35,1238.25",13.90
6953,11/8to10/8,11/8to10/8_1,1,127.30,"1668.65,1234.95 1541.35,1234.95",13.90
6954,11/8to10/8,11/8to10/8_2,2,127.30,"1668.65,1231.65 1541.35,1231.65",13.90
6955,11/8to11/7,11/8to11/7_0,0,127.30,"1671.75,1218.65 1671.75,1091.35",13.90
6956,11/8to11/7,11/8to11/7_1,1,127.30,"1675.05,1218.65 1675.05,1091.35",13.90
6957,11/8to11/7,11/8to11/7_2,2,127.30,"1678.35,1218.65 1678.35,1091.35",13.90
6958,11/8to11/9,11/8to11/9_0,0,127.30,"1688.25,1241.35 1688.25,1368.65",13.90
6959,11/8to11/9,11/8to11/9_1,1,127.30,"1684.95,1241.35 1684.95,1368.65",13.90
6960,11/8to11/9,11/8to11/9_2,2,127.30,"1681.65,1241.35 1681.65,1368.65",13.90
6961,11/8to12/8,11/8to12/8_0,0,127.30,"1691.35,1221.75 1818.65,1221.75",13.90
6962,11/8to12/8,11/8to12/8_1,1,127.30,"1691.35,1225.05 1818.65,1225.05",13.90
6963,11/8to12/8,11/8to12/8_2,2,127.30,"1691.35,1228.35 1818.65,1228.35",13.90
6964,11/9to10/9,11/9to10/9_0,0,127.30,"1668.65,1388.25 1541.35,1388.25",13.90
6965,11/9to10/9,11/9to10/9_1,1,127.30,"1668.65,1384.95 1541.35,1384.95",13.90
6966,11/9to10/9,11/9to10/9_2,2,127.30,"1668.65,1381.65 1541.35,1381.65",13.90
6967,11/9to11/10,11/9to11/10_0,0,127.30,"1688.25,1391.35 1688.25,1518.65",13.90
6968,11/9to11/10,11/9to11/10_1,1,127.30,"1684.95,1391.35 1684.95,1518.65",13.90
6969,11/9to11/10,11/9to11/10_2,2,127.30,"1681.65,1391.35 1681.65,1518.65",13.90
6970,11/9to11/8,11/9to11/8_0,0,127.30,"1671.75,1368.65 1671.75,1241.35",13.90
6971,11/9to11/8,11/9to11/8_1,1,127.30,"1675.05,1368.65 1675.05,1241.35",13.90
6972,11/9to11/8,11/9to11/8_2,2,127.30,"1678.35,1368.65 1678.35,1241.35",13.90
6973,11/9to12/9,11/9to12/9_0,0,127.30,"1691.35,1371.75 1818.65,1371.75",13.90
6974,11/9to12/9,11/9to12/9_1,1,127.30,"1691.35,1375.05 1818.65,1375.05",13.90
6975,11/9to12/9,11/9to12/9_2,2,127.30,"1691.35,1378.35 1818.65,1378.35",13.90
6976,12/0to11/0,12/0to11/0_0,0,127.30,"1818.65,38.25 1691.35,38.25",13.90
6977,12/0to11/0,12/0to11/0_1,1,127.30,"1818.65,34.95 1691.35,34.95",13.90
6978,12/0to11/0,12/0to11/0_2,2,127.30,"1818.65,31.65 1691.35,31.65",13.90
6979,12/0to12/1,12/0to12/1_0,0,127.30,"1838.25,41.35 1838.25,168.65",13.90
6980,12/0to12/1,12/0to12/1_1,1,127.30,"1834.95,41.35 1834.95,168.65",13.90
6981,12/0to12/1,12/0to12/1_2,2,127.30,"1831.65,41.35 1831.65,168.65",13.90
6982,12/0to13/0,12/0to13/0_0,0,127.30,"1841.35,21.75 1968.65,21.75",13.90
6983,12/0to13/0,12/0to13/0_1,1,127.30,"1841.35,25.05 1968.65,25.05",13.90
6984,12/0to13/0,12/0to13/0_2,2,127.30,"1841.35,28.35 1968.65,28.35",13.90
6985,12/0tobottom12,12/0tobottom12_0,0,18.65,"1821.75,18.65 1821.75,0.00",13.90
6986,12/0tobottom12,12/0tobottom12_1,1,18.65,"1825.05,18.65 1825.05,0.00",13.90
6987,12/0tobottom12,12/0tobottom12_2,2,18.65,"1828.35,18.65 1828.35,0.00",13.90
6988,12/10to11/10,12/10to11/10_0,0,127.30,"1818.65,1538.25 1691.35,1538.25",13.90
6989,12/10to11/10,12/10to11/10_1,1,127.30,"1818.65,1534.95 1691.35,1534.95",13.90
6990,12/10to11/10,12/10to11/10_2,2,127.30,"1818.65,1531.65 1691.35,1531.65",13.90
6991,12/10to12/11,12/10to12/11_0,0,127.30,"1838.25,1541.35 1838.25,1668.65",13.90
6992,12/10to12/11,12/10to12/11_1,1,127.30,"1834.95,1541.35 1834.95,1668.65",13.90
6993,12/10to12/11,12/10to12/11_2,2,127.30,"1831.65,1541.35 1831.65,1668.65",13.90
6994,12/10to12/9,12/10to12/9_0,0,127.30,"1821.75,1518.65 1821.75,1391.35",13.90
6995,12/10to12/9,12/10to12/9_1,1,127.30,"1825.05,1518.65 1825.05,1391.35",13.90
6996,12/10to12/9,12/10to12/9_2,2,127.30,"1828.35,1518.65 1828.35,1391.35",13.90
6997,12/10to13/10,12/10to13/10_0,0,127.30,"1841.35,1521.75 1968.65,1521.75",13.90
6998,12/10to13/10,12/10to13/10_1,1,127.30,"1841.35,1525.05 1968.65,1525.05",13.90
6999,12/10to13/10,12/10to13/10_2,2,127.30,"1841.35,1528.35 1968.65,1528.35",13.90
7000,12/11to11/11,12/11to11/11_0,0,127.30,"1818.65,1688.25 1691.35,1688.25",13.90
7001,12/11to11/11,12/11to11/11_1,1,127.30,"1818.65,1684.95 1691.35,1684.95",13.90
7002,12/11to11/11,12/11to11/11_2,2,127.30,"1818.65,1681.65 1691.35,1681.65",13.90
7003,12/11to12/10,12/11to12/10_0,0,127.30,"1821.75,1668.65 1821.75,1541.35",13.90
7004,12/11to12/10,12/11to12/10_1,1,127.30,"1825.05,1668.65 1825.05,1541.35",13.90
7005,12/11to12/10,12/11to12/10_2,2,127.30,"1828.35,1668.65 1828.35,1541.35",13.90
7006,12/11to12/12,12/11to12/12_0,0,127.30,"1838.25,1691.35 1838.25,1818.65",13.90
7007,12/11to12/12,12/11to12/12_1,1,127.30,"1834.95,1691.35 1834.95,1818.65",13.90
7008,12/11to12/12,12/11to12/12_2,2,127.30,"1831.65,1691.35 1831.65,1818.65",13.90
7009,12/11to13/11,12/11to13/11_0,0,127.30,"1841.35,1671.75 1968.65,1671.75",13.90
7010,12/11to13/11,12/11to13/11_1,1,127.30,"1841.35,1675.05 1968.65,1675.05",13.90
7011,12/11to13/11,12/11to13/11_2,2,127.30,"1841.35,1678.35 1968.65,1678.35",13.90
7012,12/12to11/12,12/12to11/12_0,0,127.30,"1818.65,1838.25 1691.35,1838.25",13.90
7013,12/12to11/12,12/12to11/12_1,1,127.30,"1818.65,1834.95 1691.35,1834.95",13.90
7014,12/12to11/12,12/12to11/12_2,2,127.30,"1818.65,1831.65 1691.35,1831.65",13.90
7015,12/12to12/11,12/12to12/11_0,0,127.30,"1821.75,1818.65 1821.75,1691.35",13.90
7016,12/12to12/11,12/12to12/11_1,1,127.30,"1825.05,1818.65 1825.05,1691.35",13.90
7017,12/12to12/11,12/12to12/11_2,2,127.30,"1828.35,1818.65 1828.35,1691.35",13.90
7018,12/12to12/13,12/12to12/13_0,0,127.30,"1838.25,1841.35 1838.25,1968.65",13.90
7019,12/12to12/13,12/12to12/13_1,1,127.30,"1834.95,1841.35 1834.95,1968.65",13.90
7020,12/12to12/13,12/12to12/13_2,2,127.30,"1831.65,1841.35 1831.65,1968.65",13.90
7021,12/12to13/12,12/12to13/12_0,0,127.30,"1841.35,1821.75 1968.65,1821.75",13.90
7022,12/12to13/12,12/12to13/12_1,1,127.30,"1841.35,1825.05 1968.65,1825.05",13.90
7023,12/12to13/12,12/12to13/12_2,2,127.30,"1841.35,1828.35 1968.65,1828.35",13.90
7024,12/13to11/13,12/13to11/13_0,0,127.30,"1818.65,1988.25 1691.35,1988.25",13.90
7025,12/13to11/13,12/13to11/13_1,1,127.30,"1818.65,1984.95 1691.35,1984.95",13.90
7026,12/13to11/13,12/13to11/13_2,2,127.30,"1818.65,1981.65 1691.35,1981.65",13.90
7027,12/13to12/12,12/13to12/12_0,0,127.30,"1821.75,1968.65 1821.75,1841.35",13.90
7028,12/13to12/12,12/13to12/12_1,1,127.30,"1825.05,1968.65 1825.05,1841.35",13.90
7029,12/13to12/12,12/13to12/12_2,2,127.30,"1828.35,1968.65 1828.35,1841.35",13.90
7030,12/13to12/14,12/13to12/14_0,0,127.30,"1838.25,1991.35 1838.25,2118.65",13.90
7031,12/13to12/14,12/13to12/14_1,1,127.30,"1834.95,1991.35 1834.95,2118.65",13.90
7032,12/13to12/14,12/13to12/14_2,2,127.30,"1831.65,1991.35 1831.65,2118.65",13.90
7033,12/13to13/13,12/13to13/13_0,0,127.30,"1841.35,1971.75 1968.65,1971.75",13.90
7034,12/13to13/13,12/13to13/13_1,1,127.30,"1841.35,1975.05 1968.65,1975.05",13.90
7035,12/13to13/13,12/13to13/13_2,2,127.30,"1841.35,1978.35 1968.65,1978.35",13.90
7036,12/14to11/14,12/14to11/14_0,0,127.30,"1818.65,2138.25 1691.35,2138.25",13.90
7037,12/14to11/14,12/14to11/14_1,1,127.30,"1818.65,2134.95 1691.35,2134.95",13.90
7038,12/14to11/14,12/14to11/14_2,2,127.30,"1818.65,2131.65 1691.35,2131.65",13.90
7039,12/14to12/13,12/14to12/13_0,0,127.30,"1821.75,2118.65 1821.75,1991.35",13.90
7040,12/14to12/13,12/14to12/13_1,1,127.30,"1825.05,2118.65 1825.05,1991.35",13.90
7041,12/14to12/13,12/14to12/13_2,2,127.30,"1828.35,2118.65 1828.35,1991.35",13.90
7042,12/14to12/15,12/14to12/15_0,0,127.30,"1838.25,2141.35 1838.25,2268.65",13.90
7043,12/14to12/15,12/14to12/15_1,1,127.30,"1834.95,2141.35 1834.95,2268.65",13.90
7044,12/14to12/15,12/14to12/15_2,2,127.30,"1831.65,2141.35 1831.65,2268.65",13.90
7045,12/14to13/14,12/14to13/14_0,0,127.30,"1841.35,2121.75 1968.65,2121.75",13.90
7046,12/14to13/14,12/14to13/14_1,1,127.30,"1841.35,2125.05 1968.65,2125.05",13.90
7047,12/14to13/14,12/14to13/14_2,2,127.30,"1841.35,2128.35 1968.65,2128.35",13.90
7048,12/15to11/15,12/15to11/15_0,0,127.30,"1818.65,2288.25 1691.35,2288.25",13.90
7049,12/15to11/15,12/15to11/15_1,1,127.30,"1818.65,2284.95 1691.35,2284.95",13.90
7050,12/15to11/15,12/15to11/15_2,2,127.30,"1818.65,2281.65 1691.35,2281.65",13.90
7051,12/15to12/14,12/15to12/14_0,0,127.30,"1821.75,2268.65 1821.75,2141.35",13.90
7052,12/15to12/14,12/15to12/14_1,1,127.30,"1825.05,2268.65 1825.05,2141.35",13.90
7053,12/15to12/14,12/15to12/14_2,2,127.30,"1828.35,2268.65 1828.35,2141.35",13.90
7054,12/15to13/15,12/15to13/15_0,0,127.30,"1841.35,2271.75 1968.65,2271.75",13.90
7055,12/15to13/15,12/15to13/15_1,1,127.30,"1841.35,2275.05 1968.65,2275.05",13.90
7056,12/15to13/15,12/15to13/15_2,2,127.30,"1841.35,2278.35 1968.65,2278.35",13.90
7057,12/15totop12,12/15totop12_0,0,18.65,"1838.25,2291.35 1838.25,2310.00",13.90
7058,12/15totop12,12/15totop12_1,1,18.65,"1834.95,2291.35 1834.95,2310.00",13.90
7059,12/15totop12,12/15totop12_2,2,18.65,"1831.65,2291.35 1831.65,2310.00",13.90
7060,12/1to11/1,12/1to11/1_0,0,127.30,"1818.65,188.25 1691.35,188.25",13.90
7061,12/1to11/1,12/1to11/1_1,1,127.30,"1818.65,184.95 1691.35,184.95",13.90
7062,12/1to11/1,12/1to11/1_2,2,127.30,"1818.65,181.65 1691.35,181.65",13.90
7063,12/1to12/0,12/1to12/0_0,0,127.30,"1821.75,168.65 1821.75,41.35",13.90
7064,12/1to12/0,12/1to12/0_1,1,127.30,"1825.05,168.65 1825.05,41.35",13.90
7065,12/1to12/0,12/1to12/0_2,2,127.30,"1828.35,168.65 1828.35,41.35",13.90
7066,12/1to12/2,12/1to12/2_0,0,127.30,"1838.25,191.35 1838.25,318.65",13.90
7067,12/1to12/2,12/1to12/2_1,1,127.30,"1834.95,191.35 1834.95,318.65",13.90
7068,12/1to12/2,12/1to12/2_2,2,127.30,"1831.65,191.35 1831.65,318.65",13.90
7069,12/1to13/1,12/1to13/1_0,0,127.30,"1841.35,171.75 1968.65,171.75",13.90
7070,12/1to13/1,12/1to13/1_1,1,127.30,"1841.35,175.05 1968.65,175.05",13.90
7071,12/1to13/1,12/1to13/1_2,2,127.30,"1841.35,178.35 1968.65,178.35",13.90
7072,12/2to11/2,12/2to11/2_0,0,127.30,"1818.65,338.25 1691.35,338.25",13.90
7073,12/2to11/2,12/2to11/2_1,1,127.30,"1818.65,334.95 1691.35,334.95",13.90
7074,12/2to11/2,12/2to11/2_2,2,127.30,"1818.65,331.65 1691.35,331.65",13.90
7075,12/2to12/1,12/2to12/1_0,0,127.30,"1821.75,318.65 1821.75,191.35",13.90
7076,12/2to12/1,12/2to12/1_1,1,127.30,"1825.05,318.65 1825.05,191.35",13.90
7077,12/2to12/1,12/2to12/1_2,2,127.30,"1828.35,318.65 1828.35,191.35",13.90
7078,12/2to12/3,12/2to12/3_0,0,127.30,"1838.25,341.35 1838.25,468.65",13.90
7079,12/2to12/3,12/2to12/3_1,1,127.30,"1834.95,341.35 1834.95,468.65",13.90
7080,12/2to12/3,12/2to12/3_2,2,127.30,"1831.65,341.35 1831.65,468.65",13.90
7081,12/2to13/2,12/2to13/2_0,0,127.30,"1841.35,321.75 1968.65,321.75",13.90
7082,12/2to13/2,12/2to13/2_1,1,127.30,"1841.35,325.05 1968.65,325.05",13.90
7083,12/2to13/2,12/2to13/2_2,2,127.30,"1841.35,328.35 1968.65,328.35",13.90
7084,12/3to11/3,12/3to11/3_0,0,127.30,"1818.65,488.25 1691.35,488.25",13.90
7085,12/3to11/3,12/3to11/3_1,1,127.30,"1818.65,484.95 1691.35,484.95",13.90
7086,12/3to11/3,12/3to11/3_2,2,127.30,"1818.65,481.65 1691.35,481.65",13.90
7087,12/3to12/2,12/3to12/2_0,0,127.30,"1821.75,468.65 1821.75,341.35",13.90
7088,12/3to12/2,12/3to12/2_1,1,127.30,"1825.05,468.65 1825.05,341.35",13.90
7089,12/3to12/2,12/3to12/2_2,2,127.30,"1828.35,468.65 1828.35,341.35",13.90
7090,12/3to12/4,12/3to12/4_0,0,127.30,"1838.25,491.35 1838.25,618.65",13.90
7091,12/3to12/4,12/3to12/4_1,1,127.30,"1834.95,491.35 1834.95,618.65",13.90
7092,12/3to12/4,12/3to12/4_2,2,127.30,"1831.65,491.35 1831.65,618.65",13.90
7093,12/3to13/3,12/3to13/3_0,0,127.30,"1841.35,471.75 1968.65,471.75",13.90
7094,12/3to13/3,12/3to13/3_1,1,127.30,"1841.35,475.05 1968.65,475.05",13.90
7095,12/3to13/3,12/3to13/3_2,2,127.30,"1841.35,478.35 1968.65,478.35",13.90
7096,12/4to11/4,12/4to11/4_0,0,127.30,"1818.65,638.25 1691.35,638.25",13.90
7097,12/4to11/4,12/4to11/4_1,1,127.30,"1818.65,634.95 1691.35,634.95",13.90
7098,12/4to11/4,12/4to11/4_2,2,127.30,"1818.65,631.65 1691.35,631.65",13.90
7099,12/4to12/3,12/4to12/3_0,0,127.30,"1821.75,618.65 1821.75,491.35",13.90
7100,12/4to12/3,12/4to12/3_1,1,127.30,"1825.05,618.65 1825.05,491.35",13.90
7101,12/4to12/3,12/4to12/3_2,2,127.30,"1828.35,618.65 1828.35,491.35",13.90
7102,12/4to12/5,12/4to12/5_0,0,127.30,"1838.25,641.35 1838.25,768.65",13.90
7103,12/4to12/5,12/4to12/5_1,1,127.30,"1834.95,641.35 1834.95,768.65",13.90
7104,12/4to12/5,12/4to12/5_2,2,127.30,"1831.65,641.35 1831.65,768.65",13.90
7105,12/4to13/4,12/4to13/4_0,0,127.30,"1841.35,621.75 1968.65,621.75",13.90
7106,12/4to13/4,12/4to13/4_1,1,127.30,"1841.35,625.05 1968.65,625.05",13.90
7107,12/4to13/4,12/4to13/4_2,2,127.30,"1841.35,628.35 1968.65,628.35",13.90
7108,12/5to11/5,12/5to11/5_0,0,127.30,"1818.65,788.25 1691.35,788.25",13.90
7109,12/5to11/5,12/5to11/5_1,1,127.30,"1818.65,784.95 1691.35,784.95",13.90
7110,12/5to11/5,12/5to11/5_2,2,127.30,"1818.65,781.65 1691.35,781.65",13.90
7111,12/5to12/4,12/5to12/4_0,0,127.30,"1821.75,768.65 1821.75,641.35",13.90
7112,12/5to12/4,12/5to12/4_1,1,127.30,"1825.05,768.65 1825.05,641.35",13.90
7113,12/5to12/4,12/5to12/4_2,2,127.30,"1828.35,768.65 1828.35,641.35",13.90
7114,12/5to12/6,12/5to12/6_0,0,127.30,"1838.25,791.35 1838.25,918.65",13.90
7115,12/5to12/6,12/5to12/6_1,1,127.30,"1834.95,791.35 1834.95,918.65",13.90
7116,12/5to12/6,12/5to12/6_2,2,127.30,"1831.65,791.35 1831.65,918.65",13.90
7117,12/5to13/5,12/5to13/5_0,0,127.30,"1841.35,771.75 1968.65,771.75",13.90
7118,12/5to13/5,12/5to13/5_1,1,127.30,"1841.35,775.05 1968.65,775.05",13.90
7119,12/5to13/5,12/5to13/5_2,2,127.30,"1841.35,778.35 1968.65,778.35",13.90
7120,12/6to11/6,12/6to11/6_0,0,127.30,"1818.65,938.25 1691.35,938.25",13.90
7121,12/6to11/6,12/6to11/6_1,1,127.30,"1818.65,934.95 1691.35,934.95",13.90
7122,12/6to11/6,12/6to11/6_2,2,127.30,"1818.65,931.65 1691.35,931.65",13.90
7123,12/6to12/5,12/6to12/5_0,0,127.30,"1821.75,918.65 1821.75,791.35",13.90
7124,12/6to12/5,12/6to12/5_1,1,127.30,"1825.05,918.65 1825.05,791.35",13.90
7125,12/6to12/5,12/6to12/5_2,2,127.30,"1828.35,918.65 1828.35,791.35",13.90
7126,12/6to12/7,12/6to12/7_0,0,127.30,"1838.25,941.35 1838.25,1068.65",13.90
7127,12/6to12/7,12/6to12/7_1,1,127.30,"1834.95,941.35 1834.95,1068.65",13.90
7128,12/6to12/7,12/6to12/7_2,2,127.30,"1831.65,941.35 1831.65,1068.65",13.90
7129,12/6to13/6,12/6to13/6_0,0,127.30,"1841.35,921.75 1968.65,921.75",13.90
7130,12/6to13/6,12/6to13/6_1,1,127.30,"1841.35,925.05 1968.65,925.05",13.90
7131,12/6to13/6,12/6to13/6_2,2,127.30,"1841.35,928.35 1968.65,928.35",13.90
7132,12/7to11/7,12/7to11/7_0,0,127.30,"1818.65,1088.25 1691.35,1088.25",13.90
7133,12/7to11/7,12/7to11/7_1,1,127.30,"1818.65,1084.95 1691.35,1084.95",13.90
7134,12/7to11/7,12/7to11/7_2,2,127.30,"1818.65,1081.65 1691.35,1081.65",13.90
7135,12/7to12/6,12/7to12/6_0,0,127.30,"1821.75,1068.65 1821.75,941.35",13.90
7136,12/7to12/6,12/7to12/6_1,1,127.30,"1825.05,1068.65 1825.05,941.35",13.90
7137,12/7to12/6,12/7to12/6_2,2,127.30,"1828.35,1068.65 1828.35,941.35",13.90
7138,12/7to12/8,12/7to12/8_0,0,127.30,"1838.25,1091.35 1838.25,1218.65",13.90
7139,12/7to12/8,12/7to12/8_1,1,127.30,"1834.95,1091.35 1834.95,1218.65",13.90
7140,12/7to12/8,12/7to12/8_2,2,127.30,"1831.65,1091.35 1831.65,1218.65",13.90
7141,12/7to13/7,12/7to13/7_0,0,127.30,"1841.35,1071.75 1968.65,1071.75",13.90
7142,12/7to13/7,12/7to13/7_1,1,127.30,"1841.35,1075.05 1968.65,1075.05",13.90
7143,12/7to13/7,12/7to13/7_2,2,127.30,"1841.35,1078.35 1968.65,1078.35",13.90
7144,12/8to11/8,12/8to11/8_0,0,127.30,"1818.65,1238.25 1691.35,1238.25",13.90
7145,12/8to11/8,12/8to11/8_1,1,127.30,"1818.65,1234.95 1691.35,1234.95",13.90
7146,12/8to11/8,12/8to11/8_2,2,127.30,"1818.65,1231.65 1691.35,1231.65",13.90
7147,12/8to12/7,12/8to12/7_0,0,127.30,"1821.75,1218.65 1821.75,1091.35",13.90
7148,12/8to12/7,12/8to12/7_1,1,127.30,"1825.05,1218.65 1825.05,1091.35",13.90
7149,12/8to12/7,12/8to12/7_2,2,127.30,"1828.35,1218.65 1828.35,1091.35",13.90
7150,12/8to12/9,12/8to12/9_0,0,127.30,"1838.25,1241.35 1838.25,1368.65",13.90
7151,12/8to12/9,12/8to12/9_1,1,127.30,"1834.95,1241.35 1834.95,1368.65",13.90
7152,12/8to12/9,12/8to12/9_2,2,127.30,"1831.65,1241.35 1831.65,1368.65",13.90
7153,12/8to13/8,12/8to13/8_0,0,127.30,"1841.35,1221.75 1968.65,1221.75",13.90
7154,12/8to13/8,12/8to13/8_1,1,127.30,"1841.35,1225.05 1968.65,1225.05",13.90
7155,12/8to13/8,12/8to13/8_2,2,127.30,"1841.35,1228.35 1968.65,1228.35",13.90
7156,12/9to11/9,12/9to11/9_0,0,127.30,"1818.65,1388.25 1691.35,1388.25",13.90
7157,12/9to11/9,12/9to11/9_1,1,127.30,"1818.65,1384.95 1691.35,1384.95",13.90
7158,12/9to11/9,12/9to11/9_2,2,127.30,"1818.65,1381.65 1691.35,1381.65",13.90
7159,12/9to12/10,12/9to12/10_0,0,127.30,"1838.25,1391.35 1838.25,1518.65",13.90
7160,12/9to12/10,12/9to12/10_1,1,127.30,"1834.95,1391.35 1834.95,1518.65",13.90
7161,12/9to12/10,12/9to12/10_2,2,127.30,"1831.65,1391.35 1831.65,1518.65",13.90
7162,12/9to12/8,12/9to12/8_0,0,127.30,"1821.75,1368.65 1821.75,1241.35",13.90
7163,12/9to12/8,12/9to12/8_1,1,127.30,"1825.05,1368.65 1825.05,1241.35",13.90
7164,12/9to12/8,12/9to12/8_2,2,127.30,"1828.35,1368.65 1828.35,1241.35",13.90
7165,12/9to13/9,12/9to13/9_0,0,127.30,"1841.35,1371.75 1968.65,1371.75",13.90
7166,12/9to13/9,12/9to13/9_1,1,127.30,"1841.35,1375.05 1968.65,1375.05",13.90
7167,12/9to13/9,12/9to13/9_2,2,127.30,"1841.35,1378.35 1968.65,1378.35",13.90
7168,13/0to12/0,13/0to12/0_0,0,127.30,"1968.65,38.25 1841.35,38.25",13.90
7169,13/0to12/0,13/0to12/0_1,1,127.30,"1968.65,34.95 1841.35,34.95",13.90
7170,13/0to12/0,13/0to12/0_2,2,127.30,"1968.65,31.65 1841.35,31.65",13.90
7171,13/0to13/1,13/0to13/1_0,0,127.30,"1988.25,41.35 1988.25,168.65",13.90
7172,13/0to13/1,13/0to13/1_1,1,127.30,"1984.95,41.35 1984.95,168.65",13.90
7173,13/0to13/1,13/0to13/1_2,2,127.30,"1981.65,41.35 1981.65,168.65",13.90
7174,13/0to14/0,13/0to14/0_0,0,127.30,"1991.35,21.75 2118.65,21.75",13.90
7175,13/0to14/0,13/0to14/0_1,1,127.30,"1991.35,25.05 2118.65,25.05",13.90
7176,13/0to14/0,13/0to14/0_2,2,127.30,"1991.35,28.35 2118.65,28.35",13.90
7177,13/0tobottom13,13/0tobottom13_0,0,18.65,"1971.75,18.65 1971.75,0.00",13.90
7178,13/0tobottom13,13/0tobottom13_1,1,18.65,"1975.05,18.65 1975.05,0.00",13.90
7179,13/0tobottom13,13/0tobottom13_2,2,18.65,"1978.35,18.65 1978.35,0.00",13.90
7180,13/10to12/10,13/10to12/10_0,0,127.30,"1968.65,1538.25 1841.35,1538.25",13.90
7181,13/10to12/10,13/10to12/10_1,1,127.30,"1968.65,1534.95 1841.35,1534.95",13.90
7182,13/10to12/10,13/10to12/10_2,2,127.30,"1968.65,1531.65 1841.35,1531.65",13.90
7183,13/10to13/11,13/10to13/11_0,0,127.30,"1988.25,1541.35 1988.25,1668.65",13.90
7184,13/10to13/11,13/10to13/11_1,1,127.30,"1984.95,1541.35 1984.95,1668.65",13.90
7185,13/10to13/11,13/10to13/11_2,2,127.30,"1981.65,1541.35 1981.65,1668.65",13.90
7186,13/10to13/9,13/10to13/9_0,0,127.30,"1971.75,1518.65 1971.75,1391.35",13.90
7187,13/10to13/9,13/10to13/9_1,1,127.30,"1975.05,1518.65 1975.05,1391.35",13.90
7188,13/10to13/9,13/10to13/9_2,2,127.30,"1978.35,1518.65 1978.35,1391.35",13.90
7189,13/10to14/10,13/10to14/10_0,0,127.30,"1991.35,1521.75 2118.65,1521.75",13.90
7190,13/10to14/10,13/10to14/10_1,1,127.30,"1991.35,1525.05 2118.65,1525.05",13.90
7191,13/10to14/10,13/10to14/10_2,2,127.30,"1991.35,1528.35 2118.65,1528.35",13.90
