,edge_id,lane_id,lane_index,lane_length,lane_shape,lane_speed
0,13/3to14/3,13/3to14/3_2,2,127.30,"1991.35,478.35 2118.65,478.35",13.90
1,2/5to2/4,2/5to2/4_2,2,127.30,"328.35,768.65 328.35,641.35",13.90
2,2/5to2/6,2/5to2/6_2,2,127.30,"331.65,791.35 331.65,918.65",13.90
3,:9/15_0,:9/15_0_0,0,5.00,"1371.75,2291.35 1371.56,2289.99 1370.97,2289.03 1370.01,2288.44 1368.65,2288.25",13.90
4,:9/15_1,:9/15_1_2,2,22.70,"1378.35,2291.35 1378.35,2284.61 1378.35,2280.00 1378.35,2275.39 1378.35,2268.65",13.90
5,:9/15_6,:9/15_6_0,0,5.00,"1391.35,2288.25 1389.99,2288.44 1389.03,2289.03 1388.44,2289.99 1388.25,2291.35",13.90
6,:9/15_7,:9/15_7_0,0,22.70,"1391.35,2284.95 1384.61,2284.95 1380.00,2284.95 1375.39,2284.95 1368.65,2284.95",13.90
7,:9/15_4,:9/15_4_0,0,7.47,"1378.35,2291.35 1379.16,2285.66 1380.05,2284.18",13.90
8,:9/15_5,:9/15_5_0,0,2.41,"1378.35,2291.35 1379.18,2290.11 1380.00,2289.70",13.90
9,:9/15_8,:9/15_8_0,0,20.97,"1391.35,2281.65 1385.66,2280.84 1381.60,2278.40 1379.16,2274.34 1378.35,2268.65",13.90
10,:9/15_9,:9/15_9_0,0,4.82,"1391.35,2281.65 1390.11,2280.83 1389.70,2280.00 1390.11,2279.17 1391.35,2278.35",13.90
11,:12/14_16,:12/14_16_0,0,5.00,"1818.65,2121.75 1820.01,2121.56 1820.97,2120.97 1821.56,2120.01 1821.75,2118.65",13.90
12,:12/14_17,:12/14_17_0,0,22.70,"1818.65,2125.05 1825.39,2125.05 1830.00,2125.05 1834.61,2125.05 1841.35,2125.05",13.90
13,:12/14_14,:12/14_14_0,0,7.47,"1831.65,2118.65 1830.84,2124.34 1829.95,2125.82",13.90
14,:12/14_15,:12/14_15_0,0,2.41,"1831.65,2118.65 1830.83,2119.89 1830.00,2120.30",13.90
15,:12/14_10,:12/14_10_0,0,5.00,"1838.25,2118.65 1838.44,2120.01 1839.03,2120.97 1839.99,2121.56 1841.35,2121.75",13.90
16,:12/14_11,:12/14_11_2,2,22.70,"1831.65,2118.65 1831.65,2125.39 1831.65,2130.00 1831.65,2134.61 1831.65,2141.35",13.90
17,:12/14_18,:12/14_18_0,0,20.97,"1818.65,2128.35 1824.34,2129.16 1828.40,2131.60 1830.84,2135.66 1831.65,2141.35",13.90
18,:12/14_19,:12/14_19_0,0,4.82,"1818.65,2128.35 1819.89,2129.17 1820.30,2130.00 1819.89,2130.83 1818.65,2131.65",13.90
19,:11/6_9,:11/6_9_0,0,4.82,"1691.35,931.65 1690.11,930.83 1689.70,930.00 1690.11,929.17 1691.35,928.35",13.90
20,:11/6_8,:11/6_8_0,0,20.97,"1691.35,931.65 1685.66,930.84 1681.60,928.40 1679.16,924.34 1678.35,918.65",13.90
21,:11/10_20,:11/10_20_0,0,13.50,"1680.05,1534.18 1681.60,1531.60 1685.66,1529.16 1691.35,1528.35",13.90
22,:11/10_21,:11/10_21_0,0,2.41,"1680.00,1539.70 1680.83,1540.11 1681.65,1541.35",13.90
23,:11/10_22,:11/10_22_0,0,13.50,"1679.95,1525.82 1678.40,1528.40 1674.34,1530.84 1668.65,1531.65",13.90
24,:11/10_23,:11/10_23_0,0,2.41,"1680.00,1520.30 1679.18,1519.89 1678.35,1518.65",13.90
25,:11/6_1,:11/6_1_2,2,22.70,"1678.35,941.35 1678.35,934.61 1678.35,930.00 1678.35,925.39 1678.35,918.65",13.90
26,:11/6_0,:11/6_0_0,0,5.00,"1671.75,941.35 1671.56,939.99 1670.97,939.02 1670.01,938.44 1668.65,938.25",13.90
27,:11/6_5,:11/6_5_0,0,2.41,"1678.35,941.35 1679.18,940.11 1680.00,939.70",13.90
28,:11/6_4,:11/6_4_0,0,7.47,"1678.35,941.35 1679.16,935.66 1680.05,934.18",13.90
29,:11/6_7,:11/6_7_0,0,22.70,"1691.35,934.95 1684.61,934.95 1680.00,934.95 1675.39,934.95 1668.65,934.95",13.90
30,:11/6_6,:11/6_6_0,0,5.00,"1691.35,938.25 1689.99,938.44 1689.03,939.02 1688.44,939.99 1688.25,941.35",13.90
31,:4/5_1,:4/5_1_2,2,22.70,"628.35,791.35 628.35,784.61 628.35,780.00 628.35,775.39 628.35,768.65",13.90
32,:4/5_0,:4/5_0_0,0,5.00,"621.75,791.35 621.56,789.99 620.98,789.02 620.01,788.44 618.65,788.25",13.90
33,:4/5_5,:4/5_5_0,0,2.41,"628.35,791.35 629.18,790.11 630.00,789.70",13.90
34,:4/5_4,:4/5_4_0,0,7.47,"628.35,791.35 629.16,785.66 630.05,784.18",13.90
35,:4/5_7,:4/5_7_0,0,22.70,"641.35,784.95 634.61,784.95 630.00,784.95 625.39,784.95 618.65,784.95",13.90
36,:4/5_6,:4/5_6_0,0,5.00,"641.35,788.25 639.99,788.44 639.02,789.02 638.44,789.99 638.25,791.35",13.90
37,:4/5_9,:4/5_9_0,0,4.82,"641.35,781.65 640.11,780.82 639.70,780.00 640.11,779.17 641.35,778.35",13.90
38,:4/5_8,:4/5_8_0,0,20.97,"641.35,781.65 635.66,780.84 631.60,778.40 629.16,774.34 628.35,768.65",13.90
39,11/0to11/1,11/0to11/1_2,2,127.30,"1681.65,41.35 1681.65,168.65",13.90
40,1/7to2/7,1/7to2/7_2,2,127.30,"191.35,1078.35 318.65,1078.35",13.90
41,9/5to10/5,9/5to10/5_2,2,127.30,"1391.35,778.35 1518.65,778.35",13.90
42,:3/0_19,:3/0_19_0,0,4.82,"468.65,28.35 469.89,29.17 470.30,30.00 469.89,30.82 468.65,31.65",13.90
43,:3/0_18,:3/0_18_0,0,20.97,"468.65,28.35 474.34,29.16 478.40,31.60 480.84,35.66 481.65,41.35",13.90
44,:3/0_11,:3/0_11_2,2,22.70,"481.65,18.65 481.65,25.39 481.65,30.00 481.65,34.61 481.65,41.35",13.90
45,:3/0_10,:3/0_10_0,0,5.00,"488.25,18.65 488.44,20.01 489.02,20.98 489.99,21.56 491.35,21.75",13.90
46,:3/0_17,:3/0_17_0,0,22.70,"468.65,25.05 475.39,25.05 480.00,25.05 484.61,25.05 491.35,25.05",13.90
47,:3/0_16,:3/0_16_0,0,5.00,"468.65,21.75 470.01,21.56 470.98,20.98 471.56,20.01 471.75,18.65",13.90
48,:3/0_15,:3/0_15_0,0,2.41,"481.65,18.65 480.82,19.89 480.00,20.30",13.90
49,:3/0_14,:3/0_14_0,0,7.47,"481.65,18.65 480.84,24.34 479.95,25.82",13.90
50,5/13to6/13,5/13to6/13_2,2,127.30,"791.35,1978.35 918.65,1978.35",13.90
51,:1/3_16,:1/3_16_0,0,5.00,"168.65,471.75 170.01,471.56 170.97,470.98 171.56,470.01 171.75,468.65",13.90
52,:15/11_11,:15/11_11_2,2,22.70,"2281.65,1668.65 2281.65,1675.39 2281.65,1680.00 2281.65,1684.61 2281.65,1691.35",13.90
53,:1/3_10,:1/3_10_0,0,5.00,"188.25,468.65 188.44,470.01 189.03,470.98 189.99,471.56 191.35,471.75",13.90
54,:1/3_11,:1/3_11_2,2,22.70,"181.65,468.65 181.65,475.39 181.65,480.00 181.65,484.61 181.65,491.35",13.90
55,8/15to9/15,8/15to9/15_2,2,127.30,"1241.35,2278.35 1368.65,2278.35",13.90
56,5/13to4/13,5/13to4/13_2,2,127.30,"768.65,1981.65 641.35,1981.65",13.90
57,10/6to11/6,10/6to11/6_2,2,127.30,"1541.35,928.35 1668.65,928.35",13.90
58,0/14toleft14,0/14toleft14_2,2,18.65,"18.65,2131.65 0.00,2131.65",13.90
59,0/5toleft5,0/5toleft5_2,2,18.65,"18.65,781.65 0.00,781.65",13.90
60,:6/9_22,:6/9_22_0,0,13.50,"929.95,1375.82 928.40,1378.40 924.34,1380.84 918.65,1381.65",13.90
61,:6/9_23,:6/9_23_0,0,2.41,"930.00,1370.30 929.17,1369.89 928.35,1368.65",13.90
62,:6/9_20,:6/9_20_0,0,13.50,"930.05,1384.18 931.60,1381.60 935.66,1379.16 941.35,1378.35",13.90
63,:6/9_21,:6/9_21_0,0,2.41,"930.00,1389.70 930.83,1390.11 931.65,1391.35",13.90
64,:5/3_10,:5/3_10_0,0,5.00,"788.25,468.65 788.44,470.01 789.02,470.98 789.99,471.56 791.35,471.75",13.90
65,:5/3_11,:5/3_11_2,2,22.70,"781.65,468.65 781.65,475.39 781.65,480.00 781.65,484.61 781.65,491.35",13.90
66,:5/3_14,:5/3_14_0,0,7.47,"781.65,468.65 780.84,474.34 779.95,475.82",13.90
67,:5/3_15,:5/3_15_0,0,2.41,"781.65,468.65 780.82,469.89 780.00,470.30",13.90
68,:5/3_16,:5/3_16_0,0,5.00,"768.65,471.75 770.01,471.56 770.98,470.98 771.56,470.01 771.75,468.65",13.90
69,:5/3_17,:5/3_17_0,0,22.70,"768.65,475.05 775.39,475.05 780.00,475.05 784.61,475.05 791.35,475.05",13.90
70,:5/3_18,:5/3_18_0,0,20.97,"768.65,478.35 774.34,479.16 778.40,481.60 780.84,485.66 781.65,491.35",13.90
71,:5/3_19,:5/3_19_0,0,4.82,"768.65,478.35 769.89,479.18 770.30,480.00 769.89,480.82 768.65,481.65",13.90
72,bottom7to7/0,bottom7to7/0_2,2,18.65,"1081.65,0.00 1081.65,18.65",13.90
73,left5to0/5,left5to0/5_2,2,18.65,"0.00,778.35 18.65,778.35",13.90
74,11/11to10/11,11/11to10/11_2,2,127.30,"1668.65,1681.65 1541.35,1681.65",13.90
75,:6/12_8,:6/12_8_0,0,20.97,"941.35,1831.65 935.66,1830.84 931.60,1828.40 929.16,1824.34 928.35,1818.65",13.90
76,:5/8_11,:5/8_11_2,2,22.70,"781.65,1218.65 781.65,1225.39 781.65,1230.00 781.65,1234.61 781.65,1241.35",13.90
77,:5/8_10,:5/8_10_0,0,5.00,"788.25,1218.65 788.44,1220.01 789.02,1220.97 789.99,1221.56 791.35,1221.75",13.90
78,:6/12_0,:6/12_0_0,0,5.00,"921.75,1841.35 921.56,1839.99 920.98,1839.03 920.01,1838.44 918.65,1838.25",13.90
79,:6/12_1,:6/12_1_2,2,22.70,"928.35,1841.35 928.35,1834.61 928.35,1830.00 928.35,1825.39 928.35,1818.65",13.90
80,:6/12_4,:6/12_4_0,0,7.47,"928.35,1841.35 929.16,1835.66 930.05,1834.18",13.90
81,:6/12_5,:6/12_5_0,0,2.41,"928.35,1841.35 929.17,1840.11 930.00,1839.70",13.90
82,:6/12_6,:6/12_6_0,0,5.00,"941.35,1838.25 939.99,1838.44 939.02,1839.03 938.44,1839.99 938.25,1841.35",13.90
83,:6/12_7,:6/12_7_0,0,22.70,"941.35,1834.95 934.61,1834.95 930.00,1834.95 925.39,1834.95 918.65,1834.95",13.90
84,11/10to11/9,11/10to11/9_2,2,127.30,"1678.35,1518.65 1678.35,1391.35",13.90
85,4/6to3/6,4/6to3/6_2,2,127.30,"618.65,931.65 491.35,931.65",13.90
86,bottom3to3/0,bottom3to3/0_2,2,18.65,"481.65,0.00 481.65,18.65",13.90
87,10/8to9/8,10/8to9/8_2,2,127.30,"1518.65,1231.65 1391.35,1231.65",13.90
88,3/6to2/6,3/6to2/6_2,2,127.30,"468.65,931.65 341.35,931.65",13.90
89,4/12to4/13,4/12to4/13_2,2,127.30,"631.65,1841.35 631.65,1968.65",13.90
90,4/12to4/11,4/12to4/11_2,2,127.30,"628.35,1818.65 628.35,1691.35",13.90
91,:right14_0,:right14_0_0,0,4.82,"2310.00,2128.35 2311.24,2129.17 2311.65,2130.00 2311.24,2130.83 2310.00,2131.65",13.90
92,:4/9_20,:4/9_20_0,0,13.50,"630.05,1384.18 631.60,1381.60 635.66,1379.16 641.35,1378.35",13.90
93,:15/13_20,:15/13_20_0,0,13.50,"2280.05,1984.18 2281.60,1981.60 2285.66,1979.16 2291.35,1978.35",13.90
94,:4/9_22,:4/9_22_0,0,13.50,"629.95,1375.82 628.40,1378.40 624.34,1380.84 618.65,1381.65",13.90
95,:4/9_23,:4/9_23_0,0,2.41,"630.00,1370.30 629.17,1369.89 628.35,1368.65",13.90
96,4/4to5/4,4/4to5/4_2,2,127.30,"641.35,628.35 768.65,628.35",13.90
97,:9/10_22,:9/10_22_0,0,13.50,"1379.95,1525.82 1378.40,1528.40 1374.34,1530.84 1368.65,1531.65",13.90
98,:9/10_23,:9/10_23_0,0,2.41,"1380.00,1520.30 1379.18,1519.89 1378.35,1518.65",13.90
99,:9/10_20,:9/10_20_0,0,13.50,"1380.05,1534.18 1381.60,1531.60 1385.66,1529.16 1391.35,1528.35",13.90
100,:9/10_21,:9/10_21_0,0,2.41,"1380.00,1539.70 1380.83,1540.11 1381.65,1541.35",13.90
101,0/1to1/1,0/1to1/1_2,2,127.30,"41.35,178.35 168.65,178.35",13.90
102,left11to0/11,left11to0/11_2,2,18.65,"0.00,1678.35 18.65,1678.35",13.90
103,5/0tobottom5,5/0tobottom5_2,2,18.65,"778.35,18.65 778.35,0.00",13.90
104,4/15to3/15,4/15to3/15_2,2,127.30,"618.65,2281.65 491.35,2281.65",13.90
105,11/15totop11,11/15totop11_2,2,18.65,"1681.65,2291.35 1681.65,2310.00",13.90
106,8/7to9/7,8/7to9/7_2,2,127.30,"1241.35,1078.35 1368.65,1078.35",13.90
107,:14/10_14,:14/10_14_0,0,7.47,"2131.65,1518.65 2130.84,1524.34 2129.95,1525.82",13.90
108,:8/5_9,:8/5_9_0,0,4.82,"1241.35,781.65 1240.11,780.82 1239.70,780.00 1240.11,779.17 1241.35,778.35",13.90
109,:8/5_8,:8/5_8_0,0,20.97,"1241.35,781.65 1235.66,780.84 1231.60,778.40 1229.16,774.34 1228.35,768.65",13.90
110,:8/5_5,:8/5_5_0,0,2.41,"1228.35,791.35 1229.18,790.11 1230.00,789.70",13.90
111,:8/5_4,:8/5_4_0,0,7.47,"1228.35,791.35 1229.16,785.66 1230.05,784.18",13.90
112,:8/5_7,:8/5_7_0,0,22.70,"1241.35,784.95 1234.61,784.95 1230.00,784.95 1225.39,784.95 1218.65,784.95",13.90
113,:8/5_6,:8/5_6_0,0,5.00,"1241.35,788.25 1239.99,788.44 1239.03,789.02 1238.44,789.99 1238.25,791.35",13.90
114,:8/5_1,:8/5_1_2,2,22.70,"1228.35,791.35 1228.35,784.61 1228.35,780.00 1228.35,775.39 1228.35,768.65",13.90
115,:8/5_0,:8/5_0_0,0,5.00,"1221.75,791.35 1221.56,789.99 1220.97,789.02 1220.01,788.44 1218.65,788.25",13.90
116,1/8to1/9,1/8to1/9_2,2,127.30,"181.65,1241.35 181.65,1368.65",13.90
117,:14/10_16,:14/10_16_0,0,5.00,"2118.65,1521.75 2120.01,1521.56 2120.97,1520.97 2121.56,1520.01 2121.75,1518.65",13.90
118,1/8to1/7,1/8to1/7_2,2,127.30,"178.35,1218.65 178.35,1091.35",13.90
119,:9/14_22,:9/14_22_0,0,13.50,"1379.95,2125.82 1378.40,2128.40 1374.34,2130.84 1368.65,2131.65",13.90
120,:9/14_23,:9/14_23_0,0,2.41,"1380.00,2120.30 1379.18,2119.89 1378.35,2118.65",13.90
121,:9/14_20,:9/14_20_0,0,13.50,"1380.05,2134.18 1381.60,2131.60 1385.66,2129.16 1391.35,2128.35",13.90
122,:9/14_21,:9/14_21_0,0,2.41,"1380.00,2139.70 1380.83,2140.11 1381.65,2141.35",13.90
123,:14/10_17,:14/10_17_0,0,22.70,"2118.65,1525.05 2125.39,1525.05 2130.00,1525.05 2134.61,1525.05 2141.35,1525.05",13.90
124,0/15totop0,0/15totop0_2,2,18.65,"31.65,2291.35 31.65,2310.00",13.90
125,:left5_0,:left5_0_0,0,4.82,"0.00,781.65 -1.24,780.82 -1.65,780.00 -1.24,779.17 0.00,778.35",13.90
126,4/10to4/9,4/10to4/9_2,2,127.30,"628.35,1518.65 628.35,1391.35",13.90
127,14/10to14/11,14/10to14/11_2,2,127.30,"2131.65,1541.35 2131.65,1668.65",13.90
128,:1/0_20,:1/0_20_0,0,13.50,"180.05,34.18 181.60,31.60 185.66,29.16 191.35,28.35",13.90
129,:1/0_21,:1/0_21_0,0,2.41,"180.00,39.70 180.82,40.11 181.65,41.35",13.90
130,:1/0_22,:1/0_22_0,0,13.50,"179.95,25.82 178.40,28.40 174.34,30.84 168.65,31.65",13.90
131,:1/0_23,:1/0_23_0,0,2.41,"180.00,20.30 179.18,19.89 178.35,18.65",13.90
132,:4/4_23,:4/4_23_0,0,2.41,"630.00,620.30 629.17,619.89 628.35,618.65",13.90
133,:4/4_22,:4/4_22_0,0,13.50,"629.95,625.82 628.40,628.40 624.34,630.84 618.65,631.65",13.90
134,:4/4_21,:4/4_21_0,0,2.41,"630.00,639.70 630.83,640.11 631.65,641.35",13.90
135,:4/4_20,:4/4_20_0,0,13.50,"630.05,634.18 631.60,631.60 635.66,629.16 641.35,628.35",13.90
136,4/5to5/5,4/5to5/5_2,2,127.30,"641.35,778.35 768.65,778.35",13.90
137,:5/10_17,:5/10_17_0,0,22.70,"768.65,1525.05 775.39,1525.05 780.00,1525.05 784.61,1525.05 791.35,1525.05",13.90
138,:5/10_16,:5/10_16_0,0,5.00,"768.65,1521.75 770.01,1521.56 770.98,1520.97 771.56,1520.01 771.75,1518.65",13.90
139,:5/10_15,:5/10_15_0,0,2.41,"781.65,1518.65 780.82,1519.89 780.00,1520.30",13.90
140,:5/10_14,:5/10_14_0,0,7.47,"781.65,1518.65 780.84,1524.34 779.95,1525.82",13.90
141,:5/10_11,:5/10_11_2,2,22.70,"781.65,1518.65 781.65,1525.39 781.65,1530.00 781.65,1534.61 781.65,1541.35",13.90
142,:5/10_10,:5/10_10_0,0,5.00,"788.25,1518.65 788.44,1520.01 789.02,1520.97 789.99,1521.56 791.35,1521.75",13.90
143,:5/15_21,:5/15_21_0,0,2.41,"780.00,2289.70 780.83,2290.11 781.65,2291.35",13.90
144,:5/15_20,:5/15_20_0,0,13.50,"780.05,2284.18 781.60,2281.60 785.66,2279.16 791.35,2278.35",13.90
145,:5/15_23,:5/15_23_0,0,2.41,"780.00,2270.30 779.17,2269.89 778.35,2268.65",13.90
146,:5/15_22,:5/15_22_0,0,13.50,"779.95,2275.82 778.40,2278.40 774.34,2280.84 768.65,2281.65",13.90
147,10/4to9/4,10/4to9/4_2,2,127.30,"1518.65,631.65 1391.35,631.65",13.90
148,:5/10_19,:5/10_19_0,0,4.82,"768.65,1528.35 769.89,1529.18 770.30,1530.00 769.89,1530.83 768.65,1531.65",13.90
149,:5/10_18,:5/10_18_0,0,20.97,"768.65,1528.35 774.34,1529.16 778.40,1531.60 780.84,1535.66 781.65,1541.35",13.90
150,12/1to13/1,12/1to13/1_2,2,127.30,"1841.35,178.35 1968.65,178.35",13.90
151,:6/4_21,:6/4_21_0,0,2.41,"930.00,639.70 930.83,640.11 931.65,641.35",13.90
152,:6/4_20,:6/4_20_0,0,13.50,"930.05,634.18 931.60,631.60 935.66,629.16 941.35,628.35",13.90
153,:6/4_23,:6/4_23_0,0,2.41,"930.00,620.30 929.17,619.89 928.35,618.65",13.90
154,:6/4_22,:6/4_22_0,0,13.50,"929.95,625.82 928.40,628.40 924.34,630.84 918.65,631.65",13.90
155,3/8to3/9,3/8to3/9_2,2,127.30,"481.65,1241.35 481.65,1368.65",13.90
156,2/8to1/8,2/8to1/8_2,2,127.30,"318.65,1231.65 191.35,1231.65",13.90
157,:14/10_18,:14/10_18_0,0,20.97,"2118.65,1528.35 2124.34,1529.16 2128.40,1531.60 2130.84,1535.66 2131.65,1541.35",13.90
158,:3/7_23,:3/7_23_0,0,2.41,"480.00,1070.30 479.18,1069.89 478.35,1068.65",13.90
159,:3/7_22,:3/7_22_0,0,13.50,"479.95,1075.82 478.40,1078.40 474.34,1080.84 468.65,1081.65",13.90
160,:3/7_21,:3/7_21_0,0,2.41,"480.00,1089.70 480.82,1090.11 481.65,1091.35",13.90
161,:3/7_20,:3/7_20_0,0,13.50,"480.05,1084.18 481.60,1081.60 485.66,1079.16 491.35,1078.35",13.90
162,:5/7_21,:5/7_21_0,0,2.41,"780.00,1089.70 780.83,1090.11 781.65,1091.35",13.90
163,:5/7_20,:5/7_20_0,0,13.50,"780.05,1084.18 781.60,1081.60 785.66,1079.16 791.35,1078.35",13.90
164,:5/7_23,:5/7_23_0,0,2.41,"780.00,1070.30 779.17,1069.89 778.35,1068.65",13.90
165,:5/7_22,:5/7_22_0,0,13.50,"779.95,1075.82 778.40,1078.40 774.34,1080.84 768.65,1081.65",13.90
166,:1/4_20,:1/4_20_0,0,13.50,"180.05,634.18 181.60,631.60 185.66,629.16 191.35,628.35",13.90
167,:1/4_21,:1/4_21_0,0,2.41,"180.00,639.70 180.82,640.11 181.65,641.35",13.90
168,:1/4_22,:1/4_22_0,0,13.50,"179.95,625.82 178.40,628.40 174.34,630.84 168.65,631.65",13.90
169,:1/4_23,:1/4_23_0,0,2.41,"180.00,620.30 179.18,619.89 178.35,618.65",13.90
170,:14/10_19,:14/10_19_0,0,4.82,"2118.65,1528.35 2119.89,1529.18 2120.30,1530.00 2119.89,1530.83 2118.65,1531.65",13.90
171,:7/12_19,:7/12_19_0,0,4.82,"1068.65,1828.35 1069.89,1829.18 1070.30,1830.00 1069.89,1830.83 1068.65,1831.65",13.90
172,:7/12_18,:7/12_18_0,0,20.97,"1068.65,1828.35 1074.34,1829.16 1078.40,1831.60 1080.84,1835.66 1081.65,1841.35",13.90
173,:7/12_11,:7/12_11_2,2,22.70,"1081.65,1818.65 1081.65,1825.39 1081.65,1830.00 1081.65,1834.61 1081.65,1841.35",13.90
174,:7/12_10,:7/12_10_0,0,5.00,"1088.25,1818.65 1088.44,1820.01 1089.03,1820.97 1089.99,1821.56 1091.35,1821.75",13.90
175,:7/12_17,:7/12_17_0,0,22.70,"1068.65,1825.05 1075.39,1825.05 1080.00,1825.05 1084.61,1825.05 1091.35,1825.05",13.90
176,:7/12_16,:7/12_16_0,0,5.00,"1068.65,1821.75 1070.01,1821.56 1070.97,1820.97 1071.56,1820.01 1071.75,1818.65",13.90
177,:7/12_15,:7/12_15_0,0,2.41,"1081.65,1818.65 1080.83,1819.89 1080.00,1820.30",13.90
178,:7/12_14,:7/12_14_0,0,7.47,"1081.65,1818.65 1080.84,1824.34 1079.95,1825.82",13.90
179,:15/3_23,:15/3_23_0,0,2.41,"2280.00,470.30 2279.17,469.89 2278.35,468.65",13.90
180,:15/3_22,:15/3_22_0,0,13.50,"2279.95,475.82 2278.40,478.40 2274.34,480.84 2268.65,481.65",13.90
181,:15/3_21,:15/3_21_0,0,2.41,"2280.00,489.70 2280.83,490.11 2281.65,491.35",13.90
182,:15/3_20,:15/3_20_0,0,13.50,"2280.05,484.18 2281.60,481.60 2285.66,479.16 2291.35,478.35",13.90
183,9/13to10/13,9/13to10/13_2,2,127.30,"1391.35,1978.35 1518.65,1978.35",13.90
184,:7/14_11,:7/14_11_2,2,22.70,"1081.65,2118.65 1081.65,2125.39 1081.65,2130.00 1081.65,2134.61 1081.65,2141.35",13.90
185,:7/14_10,:7/14_10_0,0,5.00,"1088.25,2118.65 1088.44,2120.01 1089.03,2120.97 1089.99,2121.56 1091.35,2121.75",13.90
186,8/1to7/1,8/1to7/1_2,2,127.30,"1218.65,181.65 1091.35,181.65",13.90
187,:7/14_15,:7/14_15_0,0,2.41,"1081.65,2118.65 1080.83,2119.89 1080.00,2120.30",13.90
188,:7/14_14,:7/14_14_0,0,7.47,"1081.65,2118.65 1080.84,2124.34 1079.95,2125.82",13.90
189,:7/14_17,:7/14_17_0,0,22.70,"1068.65,2125.05 1075.39,2125.05 1080.00,2125.05 1084.61,2125.05 1091.35,2125.05",13.90
190,:7/14_16,:7/14_16_0,0,5.00,"1068.65,2121.75 1070.01,2121.56 1070.97,2120.97 1071.56,2120.01 1071.75,2118.65",13.90
191,:7/14_19,:7/14_19_0,0,4.82,"1068.65,2128.35 1069.89,2129.17 1070.30,2130.00 1069.89,2130.83 1068.65,2131.65",13.90
192,:7/14_18,:7/14_18_0,0,20.97,"1068.65,2128.35 1074.34,2129.16 1078.40,2131.60 1080.84,2135.66 1081.65,2141.35",13.90
193,5/4to6/4,5/4to6/4_2,2,127.30,"791.35,628.35 918.65,628.35",13.90
194,:0/15_15,:0/15_15_0,0,2.41,"31.65,2268.65 30.82,2269.89 30.00,2270.30",13.90
195,:0/15_14,:0/15_14_0,0,7.47,"31.65,2268.65 30.84,2274.34 29.95,2275.82",13.90
196,:0/15_11,:0/15_11_2,2,22.70,"31.65,2268.65 31.65,2275.39 31.65,2280.00 31.65,2284.61 31.65,2291.35",13.90
197,:0/15_10,:0/15_10_0,0,5.00,"38.25,2268.65 38.44,2270.01 39.02,2270.97 39.99,2271.56 41.35,2271.75",13.90
198,2/2to2/1,2/2to2/1_2,2,127.30,"328.35,318.65 328.35,191.35",13.90
199,2/2to2/3,2/2to2/3_2,2,127.30,"331.65,341.35 331.65,468.65",13.90
200,top11to11/15,top11to11/15_2,2,18.65,"1678.35,2310.00 1678.35,2291.35",13.90
201,:3/3_23,:3/3_23_0,0,2.41,"480.00,470.30 479.18,469.89 478.35,468.65",13.90
202,:3/3_22,:3/3_22_0,0,13.50,"479.95,475.82 478.40,478.40 474.34,480.84 468.65,481.65",13.90
203,:3/3_21,:3/3_21_0,0,2.41,"480.00,489.70 480.82,490.11 481.65,491.35",13.90
204,:3/3_20,:3/3_20_0,0,13.50,"480.05,484.18 481.60,481.60 485.66,479.16 491.35,478.35",13.90
205,:15/4_19,:15/4_19_0,0,4.82,"2268.65,628.35 2269.89,629.18 2270.30,630.00 2269.89,630.83 2268.65,631.65",13.90
206,:15/4_18,:15/4_18_0,0,20.97,"2268.65,628.35 2274.34,629.16 2278.40,631.60 2280.84,635.66 2281.65,641.35",13.90
207,:8/0_23,:8/0_23_0,0,2.41,"1230.00,20.30 1229.18,19.89 1228.35,18.65",13.90
208,:8/0_22,:8/0_22_0,0,13.50,"1229.95,25.82 1228.40,28.40 1224.34,30.84 1218.65,31.65",13.90
209,:8/0_21,:8/0_21_0,0,2.41,"1230.00,39.70 1230.83,40.11 1231.65,41.35",13.90
210,:8/0_20,:8/0_20_0,0,13.50,"1230.05,34.18 1231.60,31.60 1235.66,29.16 1241.35,28.35",13.90
211,:3/8_11,:3/8_11_2,2,22.70,"481.65,1218.65 481.65,1225.39 481.65,1230.00 481.65,1234.61 481.65,1241.35",13.90
212,:3/8_10,:3/8_10_0,0,5.00,"488.25,1218.65 488.44,1220.01 489.02,1220.97 489.99,1221.56 491.35,1221.75",13.90
213,:3/8_17,:3/8_17_0,0,22.70,"468.65,1225.05 475.39,1225.05 480.00,1225.05 484.61,1225.05 491.35,1225.05",13.90
214,:3/8_16,:3/8_16_0,0,5.00,"468.65,1221.75 470.01,1221.56 470.98,1220.97 471.56,1220.01 471.75,1218.65",13.90
215,:3/8_15,:3/8_15_0,0,2.41,"481.65,1218.65 480.82,1219.89 480.00,1220.30",13.90
216,:3/8_14,:3/8_14_0,0,7.47,"481.65,1218.65 480.84,1224.34 479.95,1225.82",13.90
217,:3/8_19,:3/8_19_0,0,4.82,"468.65,1228.35 469.89,1229.18 470.30,1230.00 469.89,1230.83 468.65,1231.65",13.90
218,:3/8_18,:3/8_18_0,0,20.97,"468.65,1228.35 474.34,1229.16 478.40,1231.60 480.84,1235.66 481.65,1241.35",13.90
219,:8/2_21,:8/2_21_0,0,2.41,"1230.00,339.70 1230.83,340.11 1231.65,341.35",13.90
220,:8/2_20,:8/2_20_0,0,13.50,"1230.05,334.18 1231.60,331.60 1235.66,329.16 1241.35,328.35",13.90
