,edge_id,lane_id,lane_index,lane_length,lane_shape,lane_speed
2721,:11/14_18,:11/14_18_0,0,20.97,"1668.65,2128.35 1674.34,2129.16 1678.40,2131.60 1680.84,2135.66 1681.65,2141.35",13.90
2722,:3/2_9,:3/2_9_0,0,4.82,"491.35,331.65 490.11,330.83 489.70,330.00 490.11,329.18 491.35,328.35",13.90
2723,:3/2_8,:3/2_8_0,0,20.97,"491.35,331.65 485.66,330.84 481.60,328.40 479.16,324.34 478.35,318.65",13.90
2724,:12/3_20,:12/3_20_0,0,13.50,"1830.05,484.18 1831.60,481.60 1835.66,479.16 1841.35,478.35",13.90
2725,:12/3_21,:12/3_21_0,0,2.41,"1830.00,489.70 1830.83,490.11 1831.65,491.35",13.90
2726,2/15to2/14,2/15to2/14_2,2,127.30,"328.35,2268.65 328.35,2141.35",13.90
2727,:0/7_1,:0/7_1_2,2,22.70,"28.35,1091.35 28.35,1084.61 28.35,1080.00 28.35,1075.39 28.35,1068.65",13.90
2728,:0/7_0,:0/7_0_0,0,5.00,"21.75,1091.35 21.56,1089.99 20.98,1089.03 20.01,1088.44 18.65,1088.25",13.90
2729,:0/7_7,:0/7_7_0,0,22.70,"41.35,1084.95 34.61,1084.95 30.00,1084.95 25.39,1084.95 18.65,1084.95",13.90
2730,:10/7_18,:10/7_18_0,0,20.97,"1518.65,1078.35 1524.34,1079.16 1528.40,1081.60 1530.84,1085.66 1531.65,1091.35",13.90
2731,:0/7_5,:0/7_5_0,0,2.41,"28.35,1091.35 29.17,1090.11 30.00,1089.70",13.90
2732,:0/7_4,:0/7_4_0,0,7.47,"28.35,1091.35 29.16,1085.66 30.05,1084.18",13.90
2733,:10/7_15,:10/7_15_0,0,2.41,"1531.65,1068.65 1530.82,1069.89 1530.00,1070.30",13.90
2734,:10/7_14,:10/7_14_0,0,7.47,"1531.65,1068.65 1530.84,1074.34 1529.95,1075.82",13.90
2735,:10/7_17,:10/7_17_0,0,22.70,"1518.65,1075.05 1525.39,1075.05 1530.00,1075.05 1534.61,1075.05 1541.35,1075.05",13.90
2736,:10/7_16,:10/7_16_0,0,5.00,"1518.65,1071.75 1520.01,1071.56 1520.97,1070.97 1521.56,1070.01 1521.75,1068.65",13.90
2737,:10/7_11,:10/7_11_2,2,22.70,"1531.65,1068.65 1531.65,1075.39 1531.65,1080.00 1531.65,1084.61 1531.65,1091.35",13.90
2738,:10/7_10,:10/7_10_0,0,5.00,"1538.25,1068.65 1538.44,1070.01 1539.03,1070.97 1539.99,1071.56 1541.35,1071.75",13.90
2739,13/11to12/11,13/11to12/11_2,2,127.30,"1968.65,1681.65 1841.35,1681.65",13.90
2740,:1/9_6,:1/9_6_0,0,5.00,"191.35,1388.25 189.99,1388.44 189.03,1389.03 188.44,1389.99 188.25,1391.35",13.90
2741,:2/5_8,:2/5_8_0,0,20.97,"341.35,781.65 335.66,780.84 331.60,778.40 329.16,774.34 328.35,768.65",13.90
2742,15/0toright0,15/0toright0_2,2,18.65,"2291.35,28.35 2310.00,28.35",13.90
2743,:2/5_7,:2/5_7_0,0,22.70,"341.35,784.95 334.61,784.95 330.00,784.95 325.39,784.95 318.65,784.95",13.90
2744,:2/5_6,:2/5_6_0,0,5.00,"341.35,788.25 339.99,788.44 339.02,789.02 338.44,789.99 338.25,791.35",13.90
2745,0/0to0/1,0/0to0/1_2,2,127.30,"31.65,41.35 31.65,168.65",13.90
2746,:top12_0,:top12_0_0,0,4.82,"1831.65,2310.00 1830.83,2311.24 1830.00,2311.65 1829.17,2311.24 1828.35,2310.00",13.90
2747,14/13to14/14,14/13to14/14_2,2,127.30,"2131.65,1991.35 2131.65,2118.65",13.90
2748,:14/0_21,:14/0_21_0,0,2.41,"2130.00,39.70 2130.83,40.11 2131.65,41.35",13.90
2749,:11/12_16,:11/12_16_0,0,5.00,"1668.65,1821.75 1670.01,1821.56 1670.97,1820.97 1671.56,1820.01 1671.75,1818.65",13.90
2750,:14/0_23,:14/0_23_0,0,2.41,"2130.00,20.30 2129.17,19.89 2128.35,18.65",13.90
2751,:14/0_22,:14/0_22_0,0,13.50,"2129.95,25.82 2128.40,28.40 2124.34,30.84 2118.65,31.65",13.90
2752,:11/12_11,:11/12_11_2,2,22.70,"1681.65,1818.65 1681.65,1825.39 1681.65,1830.00 1681.65,1834.61 1681.65,1841.35",13.90
2753,:11/12_10,:11/12_10_0,0,5.00,"1688.25,1818.65 1688.44,1820.01 1689.03,1820.97 1689.99,1821.56 1691.35,1821.75",13.90
2754,14/13to14/12,14/13to14/12_2,2,127.30,"2128.35,1968.65 2128.35,1841.35",13.90
2755,:11/12_19,:11/12_19_0,0,4.82,"1668.65,1828.35 1669.89,1829.18 1670.30,1830.00 1669.89,1830.83 1668.65,1831.65",13.90
2756,:11/12_18,:11/12_18_0,0,20.97,"1668.65,1828.35 1674.34,1829.16 1678.40,1831.60 1680.84,1835.66 1681.65,1841.35",13.90
2757,:14/9_7,:14/9_7_0,0,22.70,"2141.35,1384.95 2134.61,1384.95 2130.00,1384.95 2125.39,1384.95 2118.65,1384.95",13.90
2758,:14/9_6,:14/9_6_0,0,5.00,"2141.35,1388.25 2139.99,1388.44 2139.03,1389.03 2138.44,1389.99 2138.25,1391.35",13.90
2759,:14/9_5,:14/9_5_0,0,2.41,"2128.35,1391.35 2129.17,1390.11 2130.00,1389.70",13.90
2760,:14/9_4,:14/9_4_0,0,7.47,"2128.35,1391.35 2129.16,1385.66 2130.05,1384.18",13.90
2761,:0/0_4,:0/0_4_0,0,7.47,"28.35,41.35 29.16,35.66 30.05,34.18",13.90
2762,:0/0_5,:0/0_5_0,0,2.41,"28.35,41.35 29.17,40.11 30.00,39.70",13.90
2763,:14/9_1,:14/9_1_2,2,22.70,"2128.35,1391.35 2128.35,1384.61 2128.35,1380.00 2128.35,1375.39 2128.35,1368.65",13.90
2764,:14/9_0,:14/9_0_0,0,5.00,"2121.75,1391.35 2121.56,1389.99 2120.97,1389.03 2120.01,1388.44 2118.65,1388.25",13.90
2765,:0/0_8,:0/0_8_0,0,20.97,"41.35,31.65 35.66,30.84 31.60,28.40 29.16,24.34 28.35,18.65",13.90
2766,:0/0_9,:0/0_9_0,0,4.82,"41.35,31.65 40.11,30.82 39.70,30.00 40.11,29.18 41.35,28.35",13.90
2767,:14/9_9,:14/9_9_0,0,4.82,"2141.35,1381.65 2140.11,1380.82 2139.70,1380.00 2140.11,1379.18 2141.35,1378.35",13.90
2768,:14/9_8,:14/9_8_0,0,20.97,"2141.35,1381.65 2135.66,1380.84 2131.60,1378.40 2129.16,1374.34 2128.35,1368.65",13.90
2769,:11/10_19,:11/10_19_0,0,4.82,"1668.65,1528.35 1669.89,1529.18 1670.30,1530.00 1669.89,1530.83 1668.65,1531.65",13.90
2770,:11/10_18,:11/10_18_0,0,20.97,"1668.65,1528.35 1674.34,1529.16 1678.40,1531.60 1680.84,1535.66 1681.65,1541.35",13.90
2771,:11/10_15,:11/10_15_0,0,2.41,"1681.65,1518.65 1680.82,1519.89 1680.00,1520.30",13.90
2772,:11/10_14,:11/10_14_0,0,7.47,"1681.65,1518.65 1680.84,1524.34 1679.95,1525.82",13.90
2773,:11/10_17,:11/10_17_0,0,22.70,"1668.65,1525.05 1675.39,1525.05 1680.00,1525.05 1684.61,1525.05 1691.35,1525.05",13.90
2774,:11/10_16,:11/10_16_0,0,5.00,"1668.65,1521.75 1670.01,1521.56 1670.97,1520.97 1671.56,1520.01 1671.75,1518.65",13.90
2775,:11/10_11,:11/10_11_2,2,22.70,"1681.65,1518.65 1681.65,1525.39 1681.65,1530.00 1681.65,1534.61 1681.65,1541.35",13.90
2776,:11/10_10,:11/10_10_0,0,5.00,"1688.25,1518.65 1688.44,1520.01 1689.03,1520.97 1689.99,1521.56 1691.35,1521.75",13.90
2777,:10/5_11,:10/5_11_2,2,22.70,"1531.65,768.65 1531.65,775.39 1531.65,780.00 1531.65,784.61 1531.65,791.35",13.90
2778,:10/5_10,:10/5_10_0,0,5.00,"1538.25,768.65 1538.44,770.01 1539.03,770.98 1539.99,771.56 1541.35,771.75",13.90
2779,:10/5_17,:10/5_17_0,0,22.70,"1518.65,775.05 1525.39,775.05 1530.00,775.05 1534.61,775.05 1541.35,775.05",13.90
2780,:10/5_16,:10/5_16_0,0,5.00,"1518.65,771.75 1520.01,771.56 1520.97,770.98 1521.56,770.01 1521.75,768.65",13.90
2781,:10/5_15,:10/5_15_0,0,2.41,"1531.65,768.65 1530.82,769.89 1530.00,770.30",13.90
2782,:10/5_14,:10/5_14_0,0,7.47,"1531.65,768.65 1530.84,774.34 1529.95,775.82",13.90
2783,:3/2_15,:3/2_15_0,0,2.41,"481.65,318.65 480.82,319.89 480.00,320.30",13.90
2784,:10/5_19,:10/5_19_0,0,4.82,"1518.65,778.35 1519.89,779.18 1520.30,780.00 1519.89,780.83 1518.65,781.65",13.90
2785,:10/5_18,:10/5_18_0,0,20.97,"1518.65,778.35 1524.34,779.16 1528.40,781.60 1530.84,785.66 1531.65,791.35",13.90
2786,:4/11_18,:4/11_18_0,0,20.97,"618.65,1678.35 624.34,1679.16 628.40,1681.60 630.84,1685.66 631.65,1691.35",13.90
2787,:3/2_14,:3/2_14_0,0,7.47,"481.65,318.65 480.84,324.34 479.95,325.82",13.90
2788,15/0tobottom15,15/0tobottom15_2,2,18.65,"2278.35,18.65 2278.35,0.00",13.90
2789,:3/2_17,:3/2_17_0,0,22.70,"468.65,325.05 475.39,325.05 480.00,325.05 484.61,325.05 491.35,325.05",13.90
2790,:3/2_16,:3/2_16_0,0,5.00,"468.65,321.75 470.01,321.56 470.98,320.98 471.56,320.01 471.75,318.65",13.90
2791,:10/3_19,:10/3_19_0,0,4.82,"1518.65,478.35 1519.89,479.18 1520.30,480.00 1519.89,480.82 1518.65,481.65",13.90
2792,:10/3_18,:10/3_18_0,0,20.97,"1518.65,478.35 1524.34,479.16 1528.40,481.60 1530.84,485.66 1531.65,491.35",13.90
2793,:10/3_11,:10/3_11_2,2,22.70,"1531.65,468.65 1531.65,475.39 1531.65,480.00 1531.65,484.61 1531.65,491.35",13.90
2794,:10/3_10,:10/3_10_0,0,5.00,"1538.25,468.65 1538.44,470.01 1539.03,470.98 1539.99,471.56 1541.35,471.75",13.90
2795,1/9to0/9,1/9to0/9_2,2,127.30,"168.65,1381.65 41.35,1381.65",13.90
2796,:10/3_15,:10/3_15_0,0,2.41,"1531.65,468.65 1530.82,469.89 1530.00,470.30",13.90
2797,:10/3_14,:10/3_14_0,0,7.47,"1531.65,468.65 1530.84,474.34 1529.95,475.82",13.90
2798,:10/3_17,:10/3_17_0,0,22.70,"1518.65,475.05 1525.39,475.05 1530.00,475.05 1534.61,475.05 1541.35,475.05",13.90
2799,:10/3_16,:10/3_16_0,0,5.00,"1518.65,471.75 1520.01,471.56 1520.97,470.98 1521.56,470.01 1521.75,468.65",13.90
2800,:10/12_23,:10/12_23_0,0,2.41,"1530.00,1820.30 1529.18,1819.89 1528.35,1818.65",13.90
2801,:10/12_22,:10/12_22_0,0,13.50,"1529.95,1825.82 1528.40,1828.40 1524.34,1830.84 1518.65,1831.65",13.90
2802,:10/12_21,:10/12_21_0,0,2.41,"1530.00,1839.70 1530.83,1840.11 1531.65,1841.35",13.90
2803,:10/12_20,:10/12_20_0,0,13.50,"1530.05,1834.18 1531.60,1831.60 1535.66,1829.16 1541.35,1828.35",13.90
2804,2/3to2/2,2/3to2/2_2,2,127.30,"328.35,468.65 328.35,341.35",13.90
2805,6/8to5/8,6/8to5/8_2,2,127.30,"918.65,1231.65 791.35,1231.65",13.90
2806,2/3to2/4,2/3to2/4_2,2,127.30,"331.65,491.35 331.65,618.65",13.90
2807,:9/3_21,:9/3_21_0,0,2.41,"1380.00,489.70 1380.83,490.11 1381.65,491.35",13.90
2808,:9/3_20,:9/3_20_0,0,13.50,"1380.05,484.18 1381.60,481.60 1385.66,479.16 1391.35,478.35",13.90
2809,:9/3_23,:9/3_23_0,0,2.41,"1380.00,470.30 1379.18,469.89 1378.35,468.65",13.90
2810,:9/3_22,:9/3_22_0,0,13.50,"1379.95,475.82 1378.40,478.40 1374.34,480.84 1368.65,481.65",13.90
2811,:7/1_21,:7/1_21_0,0,2.41,"1080.00,189.70 1080.83,190.11 1081.65,191.35",13.90
2812,:7/1_20,:7/1_20_0,0,13.50,"1080.05,184.18 1081.60,181.60 1085.66,179.16 1091.35,178.35",13.90
2813,:7/1_23,:7/1_23_0,0,2.41,"1080.00,170.30 1079.18,169.89 1078.35,168.65",13.90
2814,:7/1_22,:7/1_22_0,0,13.50,"1079.95,175.82 1078.40,178.40 1074.34,180.84 1068.65,181.65",13.90
2815,:8/15_22,:8/15_22_0,0,13.50,"1229.95,2275.82 1228.40,2278.40 1224.34,2280.84 1218.65,2281.65",13.90
2816,0/3to0/4,0/3to0/4_2,2,127.30,"31.65,491.35 31.65,618.65",13.90
2817,0/3to0/2,0/3to0/2_2,2,127.30,"28.35,468.65 28.35,341.35",13.90
2818,:6/2_17,:6/2_17_0,0,22.70,"918.65,325.05 925.39,325.05 930.00,325.05 934.61,325.05 941.35,325.05",13.90
2819,:14/2_10,:14/2_10_0,0,5.00,"2138.25,318.65 2138.44,320.01 2139.03,320.98 2139.99,321.56 2141.35,321.75",13.90
2820,:14/2_11,:14/2_11_2,2,22.70,"2131.65,318.65 2131.65,325.39 2131.65,330.00 2131.65,334.61 2131.65,341.35",13.90
2821,:14/2_16,:14/2_16_0,0,5.00,"2118.65,321.75 2120.01,321.56 2120.97,320.98 2121.56,320.01 2121.75,318.65",13.90
2822,:14/2_17,:14/2_17_0,0,22.70,"2118.65,325.05 2125.39,325.05 2130.00,325.05 2134.61,325.05 2141.35,325.05",13.90
2823,:14/2_14,:14/2_14_0,0,7.47,"2131.65,318.65 2130.84,324.34 2129.95,325.82",13.90
2824,:14/2_15,:14/2_15_0,0,2.41,"2131.65,318.65 2130.83,319.89 2130.00,320.30",13.90
2825,:14/2_18,:14/2_18_0,0,20.97,"2118.65,328.35 2124.34,329.16 2128.40,331.60 2130.84,335.66 2131.65,341.35",13.90
2826,:14/2_19,:14/2_19_0,0,4.82,"2118.65,328.35 2119.89,329.17 2120.30,330.00 2119.89,330.82 2118.65,331.65",13.90
2827,:top5_0,:top5_0_0,0,4.82,"781.65,2310.00 780.82,2311.24 780.00,2311.65 779.17,2311.24 778.35,2310.00",13.90
2828,:right13_0,:right13_0_0,0,4.82,"2310.00,1978.35 2311.24,1979.18 2311.65,1980.00 2311.24,1980.83 2310.00,1981.65",13.90
2829,14/4to13/4,14/4to13/4_2,2,127.30,"2118.65,631.65 1991.35,631.65",13.90
2830,:0/7_22,:0/7_22_0,0,13.50,"29.95,1075.82 28.40,1078.40 24.34,1080.84 18.65,1081.65",13.90
2831,:1/3_7,:1/3_7_0,0,22.70,"191.35,484.95 184.61,484.95 180.00,484.95 175.39,484.95 168.65,484.95",13.90
2832,:0/7_20,:0/7_20_0,0,13.50,"30.05,1084.18 31.60,1081.60 35.66,1079.16 41.35,1078.35",13.90
2833,:0/7_21,:0/7_21_0,0,2.41,"30.00,1089.70 30.82,1090.11 31.65,1091.35",13.90
2834,:1/3_0,:1/3_0_0,0,5.00,"171.75,491.35 171.56,489.99 170.97,489.02 170.01,488.44 168.65,488.25",13.90
2835,:1/3_1,:1/3_1_2,2,22.70,"178.35,491.35 178.35,484.61 178.35,480.00 178.35,475.39 178.35,468.65",13.90
2836,1/9to1/8,1/9to1/8_2,2,127.30,"178.35,1368.65 178.35,1241.35",13.90
2837,:1/3_8,:1/3_8_0,0,20.97,"191.35,481.65 185.66,480.84 181.60,478.40 179.16,474.34 178.35,468.65",13.90
2838,:1/3_9,:1/3_9_0,0,4.82,"191.35,481.65 190.11,480.82 189.70,480.00 190.11,479.18 191.35,478.35",13.90
2839,:6/9_17,:6/9_17_0,0,22.70,"918.65,1375.05 925.39,1375.05 930.00,1375.05 934.61,1375.05 941.35,1375.05",13.90
2840,:6/9_16,:6/9_16_0,0,5.00,"918.65,1371.75 920.01,1371.56 920.98,1370.97 921.56,1370.01 921.75,1368.65",13.90
2841,:6/9_15,:6/9_15_0,0,2.41,"931.65,1368.65 930.83,1369.89 930.00,1370.30",13.90
2842,:6/9_14,:6/9_14_0,0,7.47,"931.65,1368.65 930.84,1374.34 929.95,1375.82",13.90
2843,:6/9_11,:6/9_11_2,2,22.70,"931.65,1368.65 931.65,1375.39 931.65,1380.00 931.65,1384.61 931.65,1391.35",13.90
2844,:6/9_10,:6/9_10_0,0,5.00,"938.25,1368.65 938.44,1370.01 939.02,1370.97 939.99,1371.56 941.35,1371.75",13.90
2845,:6/9_19,:6/9_19_0,0,4.82,"918.65,1378.35 919.89,1379.18 920.30,1380.00 919.89,1380.83 918.65,1381.65",13.90
2846,:6/9_18,:6/9_18_0,0,20.97,"918.65,1378.35 924.34,1379.16 928.40,1381.60 930.84,1385.66 931.65,1391.35",13.90
2847,3/4to3/3,3/4to3/3_2,2,127.30,"478.35,618.65 478.35,491.35",13.90
2848,3/4to3/5,3/4to3/5_2,2,127.30,"481.65,641.35 481.65,768.65",13.90
2849,12/9to11/9,12/9to11/9_2,2,127.30,"1818.65,1381.65 1691.35,1381.65",13.90
2850,9/5to8/5,9/5to8/5_2,2,127.30,"1368.65,781.65 1241.35,781.65",13.90
2851,:7/5_21,:7/5_21_0,0,2.41,"1080.00,789.70 1080.83,790.11 1081.65,791.35",13.90
2852,:7/5_20,:7/5_20_0,0,13.50,"1080.05,784.18 1081.60,781.60 1085.66,779.16 1091.35,778.35",13.90
2853,:7/5_23,:7/5_23_0,0,2.41,"1080.00,770.30 1079.18,769.89 1078.35,768.65",13.90
2854,:7/5_22,:7/5_22_0,0,13.50,"1079.95,775.82 1078.40,778.40 1074.34,780.84 1068.65,781.65",13.90
2855,:14/13_20,:14/13_20_0,0,13.50,"2130.05,1984.18 2131.60,1981.60 2135.66,1979.16 2141.35,1978.35",13.90
2856,:14/13_21,:14/13_21_0,0,2.41,"2130.00,1989.70 2130.83,1990.11 2131.65,1991.35",13.90
2857,:14/13_22,:14/13_22_0,0,13.50,"2129.95,1975.82 2128.40,1978.40 2124.34,1980.84 2118.65,1981.65",13.90
2858,:14/13_23,:14/13_23_0,0,2.41,"2130.00,1970.30 2129.17,1969.89 2128.35,1968.65",13.90
2859,:2/1_9,:2/1_9_0,0,4.82,"341.35,181.65 340.11,180.83 339.70,180.00 340.11,179.18 341.35,178.35",13.90
2860,:13/3_6,:13/3_6_0,0,5.00,"1991.35,488.25 1989.99,488.44 1989.03,489.02 1988.44,489.99 1988.25,491.35",13.90
2861,:13/3_7,:13/3_7_0,0,22.70,"1991.35,484.95 1984.61,484.95 1980.00,484.95 1975.39,484.95 1968.65,484.95",13.90
2862,:13/3_4,:13/3_4_0,0,7.47,"1978.35,491.35 1979.16,485.66 1980.05,484.18",13.90
2863,:13/3_5,:13/3_5_0,0,2.41,"1978.35,491.35 1979.18,490.11 1980.00,489.70",13.90
2864,10/3to9/3,10/3to9/3_2,2,127.30,"1518.65,481.65 1391.35,481.65",13.90
2865,:13/3_0,:13/3_0_0,0,5.00,"1971.75,491.35 1971.56,489.99 1970.97,489.02 1970.01,488.44 1968.65,488.25",13.90
2866,:13/3_1,:13/3_1_2,2,22.70,"1978.35,491.35 1978.35,484.61 1978.35,480.00 1978.35,475.39 1978.35,468.65",13.90
2867,:13/3_8,:13/3_8_0,0,20.97,"1991.35,481.65 1985.66,480.84 1981.60,478.40 1979.16,474.34 1978.35,468.65",13.90
2868,:13/3_9,:13/3_9_0,0,4.82,"1991.35,481.65 1990.11,480.82 1989.70,480.00 1990.11,479.18 1991.35,478.35",13.90
2869,4/5to4/4,4/5to4/4_2,2,127.30,"628.35,768.65 628.35,641.35",13.90
2870,4/5to4/6,4/5to4/6_2,2,127.30,"631.65,791.35 631.65,918.65",13.90
2871,12/1to12/0,12/1to12/0_2,2,127.30,"1828.35,168.65 1828.35,41.35",13.90
2872,12/1to12/2,12/1to12/2_2,2,127.30,"1831.65,191.35 1831.65,318.65",13.90
2873,9/0tobottom9,9/0tobottom9_2,2,18.65,"1378.35,18.65 1378.35,0.00",13.90
2874,6/10to7/10,6/10to7/10_2,2,127.30,"941.35,1528.35 1068.65,1528.35",13.90
2875,:10/1_22,:10/1_22_0,0,13.50,"1529.95,175.82 1528.40,178.40 1524.34,180.84 1518.65,181.65",13.90
2876,:10/1_23,:10/1_23_0,0,2.41,"1530.00,170.30 1529.18,169.89 1528.35,168.65",13.90
2877,:10/1_20,:10/1_20_0,0,13.50,"1530.05,184.18 1531.60,181.60 1535.66,179.16 1541.35,178.35",13.90
2878,:10/1_21,:10/1_21_0,0,2.41,"1530.00,189.70 1530.83,190.11 1531.65,191.35",13.90
2879,:5/11_14,:5/11_14_0,0,7.47,"781.65,1668.65 780.84,1674.34 779.95,1675.82",13.90
2880,1/0tobottom1,1/0tobottom1_2,2,18.65,"178.35,18.65 178.35,0.00",13.90
2881,0/0toleft0,0/0toleft0_2,2,18.65,"18.65,31.65 0.00,31.65",13.90
2882,:5/6_5,:5/6_5_0,0,2.41,"778.35,941.35 779.18,940.11 780.00,939.70",13.90
2883,2/12to3/12,2/12to3/12_2,2,127.30,"341.35,1828.35 468.65,1828.35",13.90
2884,:5/6_4,:5/6_4_0,0,7.47,"778.35,941.35 779.16,935.66 780.05,934.18",13.90
2885,left6to0/6,left6to0/6_2,2,18.65,"0.00,928.35 18.65,928.35",13.90
2886,:5/6_1,:5/6_1_2,2,22.70,"778.35,941.35 778.35,934.61 778.35,930.00 778.35,925.39 778.35,918.65",13.90
2887,:5/6_0,:5/6_0_0,0,5.00,"771.75,941.35 771.56,939.99 770.98,939.02 770.01,938.44 768.65,938.25",13.90
2888,13/1to12/1,13/1to12/1_2,2,127.30,"1968.65,181.65 1841.35,181.65",13.90
2889,5/11to5/10,5/11to5/10_2,2,127.30,"778.35,1668.65 778.35,1541.35",13.90
2890,6/11to7/11,6/11to7/11_2,2,127.30,"941.35,1678.35 1068.65,1678.35",13.90
2891,:12/4_8,:12/4_8_0,0,20.97,"1841.35,631.65 1835.66,630.84 1831.60,628.40 1829.16,624.34 1828.35,618.65",13.90
2892,:12/4_9,:12/4_9_0,0,4.82,"1841.35,631.65 1840.11,630.82 1839.70,630.00 1840.11,629.17 1841.35,628.35",13.90
2893,:12/4_4,:12/4_4_0,0,7.47,"1828.35,641.35 1829.16,635.66 1830.05,634.18",13.90
2894,:12/4_5,:12/4_5_0,0,2.41,"1828.35,641.35 1829.18,640.11 1830.00,639.70",13.90
2895,:12/4_6,:12/4_6_0,0,5.00,"1841.35,638.25 1839.99,638.44 1839.03,639.02 1838.44,639.99 1838.25,641.35",13.90
2896,:12/4_7,:12/4_7_0,0,22.70,"1841.35,634.95 1834.61,634.95 1830.00,634.95 1825.39,634.95 1818.65,634.95",13.90
2897,:12/4_0,:12/4_0_0,0,5.00,"1821.75,641.35 1821.56,639.99 1820.97,639.02 1820.01,638.44 1818.65,638.25",13.90
2898,:12/4_1,:12/4_1_2,2,22.70,"1828.35,641.35 1828.35,634.61 1828.35,630.00 1828.35,625.39 1828.35,618.65",13.90
2899,9/13to9/12,9/13to9/12_2,2,127.30,"1378.35,1968.65 1378.35,1841.35",13.90
2900,2/14to1/14,2/14to1/14_2,2,127.30,"318.65,2131.65 191.35,2131.65",13.90
2901,:9/15_21,:9/15_21_0,0,2.41,"1380.00,2289.70 1380.83,2290.11 1381.65,2291.35",13.90
2902,:9/15_20,:9/15_20_0,0,13.50,"1380.05,2284.18 1381.60,2281.60 1385.66,2279.16 1391.35,2278.35",13.90
2903,:9/15_23,:9/15_23_0,0,2.41,"1380.00,2270.30 1379.18,2269.89 1378.35,2268.65",13.90
2904,:9/15_22,:9/15_22_0,0,13.50,"1379.95,2275.82 1378.40,2278.40 1374.34,2280.84 1368.65,2281.65",13.90
2905,:14/11_9,:14/11_9_0,0,4.82,"2141.35,1681.65 2140.11,1680.82 2139.70,1680.00 2140.11,1679.18 2141.35,1678.35",13.90
2906,:14/11_8,:14/11_8_0,0,20.97,"2141.35,1681.65 2135.66,1680.84 2131.60,1678.40 2129.16,1674.34 2128.35,1668.65",13.90
2907,:14/11_7,:14/11_7_0,0,22.70,"2141.35,1684.95 2134.61,1684.95 2130.00,1684.95 2125.39,1684.95 2118.65,1684.95",13.90
2908,:14/11_6,:14/11_6_0,0,5.00,"2141.35,1688.25 2139.99,1688.44 2139.03,1689.03 2138.44,1689.99 2138.25,1691.35",13.90
2909,:14/11_5,:14/11_5_0,0,2.41,"2128.35,1691.35 2129.17,1690.11 2130.00,1689.70",13.90
2910,:14/11_4,:14/11_4_0,0,7.47,"2128.35,1691.35 2129.16,1685.66 2130.05,1684.18",13.90
2911,:14/11_1,:14/11_1_2,2,22.70,"2128.35,1691.35 2128.35,1684.61 2128.35,1680.00 2128.35,1675.39 2128.35,1668.65",13.90
2912,:14/11_0,:14/11_0_0,0,5.00,"2121.75,1691.35 2121.56,1689.99 2120.97,1689.03 2120.01,1688.44 2118.65,1688.25",13.90
2913,:10/4_6,:10/4_6_0,0,5.00,"1541.35,638.25 1539.99,638.44 1539.03,639.02 1538.44,639.99 1538.25,641.35",13.90
2914,:10/4_7,:10/4_7_0,0,22.70,"1541.35,634.95 1534.61,634.95 1530.00,634.95 1525.39,634.95 1518.65,634.95",13.90
2915,:10/4_4,:10/4_4_0,0,7.47,"1528.35,641.35 1529.16,635.66 1530.05,634.18",13.90
2916,:10/4_5,:10/4_5_0,0,2.41,"1528.35,641.35 1529.18,640.11 1530.00,639.70",13.90
2917,:10/4_0,:10/4_0_0,0,5.00,"1521.75,641.35 1521.56,639.99 1520.97,639.02 1520.01,638.44 1518.65,638.25",13.90
2918,:10/4_1,:10/4_1_2,2,22.70,"1528.35,641.35 1528.35,634.61 1528.35,630.00 1528.35,625.39 1528.35,618.65",13.90
2919,:10/4_8,:10/4_8_0,0,20.97,"1541.35,631.65 1535.66,630.84 1531.60,628.40 1529.16,624.34 1528.35,618.65",13.90
2920,:10/4_9,:10/4_9_0,0,4.82,"1541.35,631.65 1540.11,630.82 1539.70,630.00 1540.11,629.17 1541.35,628.35",13.90
2921,5/5to6/5,5/5to6/5_2,2,127.30,"791.35,778.35 918.65,778.35",13.90
2922,:3/10_9,:3/10_9_0,0,4.82,"491.35,1531.65 490.11,1530.82 489.70,1530.00 490.11,1529.18 491.35,1528.35",13.90
2923,:3/10_8,:3/10_8_0,0,20.97,"491.35,1531.65 485.66,1530.84 481.60,1528.40 479.16,1524.34 478.35,1518.65",13.90
2924,:3/10_5,:3/10_5_0,0,2.41,"478.35,1541.35 479.18,1540.11 480.00,1539.70",13.90
2925,:3/10_4,:3/10_4_0,0,7.47,"478.35,1541.35 479.16,1535.66 480.05,1534.18",13.90
2926,:3/10_7,:3/10_7_0,0,22.70,"491.35,1534.95 484.61,1534.95 480.00,1534.95 475.39,1534.95 468.65,1534.95",13.90
2927,:3/10_6,:3/10_6_0,0,5.00,"491.35,1538.25 489.99,1538.44 489.02,1539.03 488.44,1539.99 488.25,1541.35",13.90
2928,:3/10_1,:3/10_1_2,2,22.70,"478.35,1541.35 478.35,1534.61 478.35,1530.00 478.35,1525.39 478.35,1518.65",13.90
2929,:3/10_0,:3/10_0_0,0,5.00,"471.75,1541.35 471.56,1539.99 470.98,1539.03 470.01,1538.44 468.65,1538.25",13.90
2930,8/0to9/0,8/0to9/0_2,2,127.30,"1241.35,28.35 1368.65,28.35",13.90
2931,9/10to8/10,9/10to8/10_2,2,127.30,"1368.65,1531.65 1241.35,1531.65",13.90
2932,2/14to3/14,2/14to3/14_2,2,127.30,"341.35,2128.35 468.65,2128.35",13.90
